Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine,aromas,bottles,cases,fruit,notes,palate,red,single,six,wine
Tierra Alta Cabernet Sauvignon,1.0,6.79,2019.0,13.0,75.0,6.0,10.0,9.0,Boutinot Chile,villaia verdicchio classico tenute pieralisi classico superiore verdicchio singlevineyard wine picked full ripeness naturally vinified name villaia originates rural tradition marche region representing threshingfloor outside farmhouse also hub family community life,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Valdivieso Single Vineyard Cabernet Franc,1.0,14.99,2015.0,13.5,75.0,6.0,10.0,9.0,Vina Valdivieso,caballo loco grand cru maipo big full bodied wine delicious aromas flavours ripe red cherries coffee dark chocolate luxurious texture beautiful lingering finishsold cases six bottles,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Caballo Loco Grand Cru Maipo,1.0,24.99,2017.0,14.5,75.0,6.0,10.0,9.0,Vina Valdivieso,bodegas navajas rioja blanco pale crystal clear hint straw nose delicate fruits clear fresh vegetables overtones palate light fresh wellbalanced intense permanent finishsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Coyam Emiliana,1.0,17.79,2019.0,14.0,75.0,6.0,10.0,9.0,Emiliana,finca antigua tempranillo crianza vagaries fashion la mancha wellknown wine district lately begun return popularity wine forefront revolution,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Gran Hacienda Merlot,1.0,9.79,2020.0,14.0,75.0,6.0,10.0,6.0,Vina Santa Rita,il pumo sauvignon malvasia san marzano bursting aromas citrus tropical fruits lively fresh mineral mouthsold single bottles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Morande One to One Gewurztraminer Estate Reserve,2.0,10.79,2021.0,13.0,75.0,6.0,10.0,9.0,Vina Morande,morgan double l vineyard chardonnay white wine rich creamy texture aromas flavours apple apricot tangerine finish long elegantsold cases six bottles,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Santa Alegra Sauvignon Blanc,2.0,8.79,2021.0,12.5,75.0,6.0,10.0,3.0,Santa Alegra,sileni estates triangle grand reserve merlot hawke’s bay triangle merlot ripe concentrated plum dark berry liquorice flavours hints dark chocolate finish soft velvety tannins provide backbone rich wine cellar comfortably decadesold cases six bottles,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Tierra Alta Merlot,1.0,6.79,2021.0,13.5,75.0,6.0,10.0,6.0,Boutinot Chile,vignamato verdicchio dei castelli di jesi superiore eos invigorating superiore wine great diversity fruit including lemon pineapple lime along ripe apricot notessold single bottles,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Tabalí Talud Cabernet Sauvignon,1.0,13.89,2017.0,14.0,75.0,6.0,10.0,9.0,Vina Tabali,baron de poce pinot noir vin de france smooth supple pinot noir bursting juicy berry fruit flavours wellbalanced hint warm spice soft yet fresh finish,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0
Signos de Origen Syrah La Quebrada Casablanca Valley,1.0,15.19,2016.0,14.0,75.0,6.0,10.0,9.0,Emiliana,domaine chante cigale extrait chateauneufdupape blanc modern style oaked white châteauneuf stellar producer,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Morande Gran Reserva Sauvignon Blanc,2.0,13.49,2019.0,13.5,75.0,6.0,10.0,9.0,Vina Morande,nielson santa barbara county chardonnay soulful opulent haunting classic santa barbara chardonnay pioneers region nose packed honey brown spice red apples palate crisp concentrated balanced gently toasty oak mineral finishsold cases six bottles,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Tamarind Garden Chardonnay Moscatel,2.0,8.39,2020.0,13.0,75.0,6.0,10.0,9.0,Berkmann Wine Cellars,paringa chardonnay single vineyard paringa estate nose offers complex array white peach pear skin combining vanilla nougat grilled almonds palate offers peach derived fruit subtle texture fresh acid line carrying wine long finishsold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haras de Pirque Galantas Gran Reserva Cabernet Franc,1.0,22.99,2018.0,13.0,75.0,6.0,10.0,9.0,Haras De Pirque,mirabeau cotes de provence rose rosepink wild strawberry raspberry redcurrant aromas palate offers combination ripe red fruits zesty apple decent amount acidity adds grip texture,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Morande Gran Reserva Chardonnay,2.0,13.49,2019.0,13.5,75.0,6.0,10.0,4.0,Vina Morande,con albarino xose lois sebio intense aromatic example spain’s iconic variety albariño aromas citrus fruits combine floral notes mineral nuances deliciously refreshing balanced deep fruit flavours enveloped enticing mineral character wonderfully sapid long fine intense finishsold single bottles,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Tierra Alta Pinot Noir,1.0,6.89,2021.0,13.5,75.0,6.0,10.0,9.0,Boutinot Chile,tiger horse shiraz mourvedre rich dark brooding packed warm chocolate notes big savoury heartsold cases six bottles,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tierra Alta Sauvignon Blanc,2.0,7.19,2020.0,13.0,75.0,6.0,10.0,3.0,Paul Boutinot,wandering beeste petite sirah wine nose grated dark chocolate graphite sinewy palate expresses warm leafy fruit cocoa bean finely grained textural tannins,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Morande One to One Cabernet Sauvignon Estate Reserve,1.0,10.79,2019.0,13.5,75.0,6.0,10.0,9.0,Vina Morande,ocean eight verve chardonnay ocean eight family owned run vineyard producing fantastic pinot noir chardonnay mornington peninsulasold single bottles,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Santa Alegra Carmenere,1.0,8.49,2021.0,13.0,75.0,6.0,10.0,9.0,Santa Alegra,spier signature shiraz wine dark plum colour inviting aromas caramel hints spice aromas follow sweet creamy palate soft tanninssold cases six bottles,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
Signos de Origen La Vinilla Chardonnay Viognier Marsanne Roussanne,2.0,12.69,2019.0,14.0,75.0,6.0,10.0,9.0,Emiliana,stellenrust chenin blanc chenin blanc shows elements soft vanilla oak notes nose alongside tropical fruits mineral palate grape fruit peardropsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tierra Antica Chardonnay,2.0,7.99,2019.0,12.5,75.0,6.0,10.0,2.0,Tierra Antica,zorgvliet richelle given vintage label wine baby child amazing longevity proof low ph mountainous provenance energy simonsburg mountain anvil stellenbosch force wine granitic length gives fruit amazing platform nose it’s bright red creamy cabernet family minty familiarity quality fruit vintage beautifully absorbed new oak involved remains today still young bright elegantly successful cuvéesold cases six bottles,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Morande Pionero Cabernet Sauvignon Reserva,1.0,9.19,2019.0,13.5,75.0,6.0,10.0,9.0,Vina Morande,murrina greco di tufo wine lovely pale yellow colour bouquet offers delicious aromas almonds honeysuckle palate well balanced crisp lively complex refreshing minerality sensations grapefruit melon orange zest finish elegant lingeringsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Santa Alegra Merlot,1.0,8.49,2021.0,13.0,75.0,6.0,10.0,6.0,Santa Alegra,serra da estrela albarino straw yellow wine green reflections hints apricot pear ripe exotic fruits complemented lemon lime vibrancy fresh balanced acidity perfectly blended together subtle flowery scentsold single bottles,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Tierra Antica Sauvignon Blanc,2.0,8.29,2021.0,13.0,75.0,6.0,10.0,3.0,Tierra Antica,valdemoreda tempranillo garnet red colour purple hues clear bright rounded well balanced wine full long aftertaste,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Adobe Reserva Merlot,1.0,8.19,2020.0,13.5,75.0,6.0,10.0,6.0,Emiliana,berton vineyards foundstone merlot merlot displays violets smoky oak nose rich mouthfeel leads lovely soft raspberry vanilla liquorice palate fine soft tannins complement berry flavours resulting pleasantly long finishsold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morande Pionero Carmenere Reserva,1.0,9.19,2019.0,13.5,75.0,6.0,10.0,9.0,Vina Morande,new zealand sauvignon blanc mixed case love crisp clean fresh marlborough sauvignon blancs full zest case,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Sierra Grande Cabernet Sauvignon,1.0,6.79,2021.0,13.5,75.0,6.0,10.0,9.0,Paul Boutinot,spy valley envoy vineyard pinot noir delicate cherry spice notes base red berry fruits firm tannin profile shows serious outpost pinot noirsold cases six bottles,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Morande Pionero Merlot Reserva,1.0,8.89,2019.0,13.5,75.0,6.0,10.0,6.0,Vina Morande,peacock wild ferment sauvignon blanc crisp yet elegant wine green lemon flavours mineral core lifts concentrated fruit palate concentrated classy completesold cases six bottles,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Tamarind Garden Cabernet Carmenere Syrah,1.0,8.39,2020.0,13.0,75.0,6.0,10.0,9.0,Berkmann Wine Cellars,unico zelo jade jasper fiano winemakers notes labour love passion originally hailing campagnia fiano variety incredibly ancient heritage true pleasure craft one complex noses white variety full white peach blossoms honeydew lemon covered generous splash grannysmith apple continues onto electric palate lifted rich fruitsweetness sparked life crispy aciditysold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valdivieso Single Vineyard Merlot,1.0,14.99,2019.0,13.5,75.0,6.0,10.0,9.0,Vina Valdivieso,saint clair barrique marlborough sauvignon blanc complex aromas green coffee bean vanilla pod complemented notes wild flowers crushed herbs hint gunflint palate rich unctuous layers preserved lemon ripe papaya cocoa powder toasted hazelnut hints red berrysold single bottles,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ventolera Sauvignon Blanc,2.0,13.89,2018.0,13.5,75.0,6.0,10.0,3.0,Ventolera,gerard bertrand azur rose delicate pink rosé delivering aromas wild red berries juicy blackberry harmoniously balanced refreshing palate citrus grapefruit layered delicate spice touch violetsold single bottles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Novas Gran Reserva Cabernet Sauvignon,1.0,9.89,2019.0,13.5,75.0,6.0,10.0,9.0,Emiliana,percheron old vine cinsault gnarly vines 65 years old elegant national treasure western cape,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tierra Antica Cabernet Sauvignon,1.0,7.99,2019.0,13.0,75.0,6.0,10.0,9.0,Tierra Antica,turckheim pinot blanc terres de granit honey nectarine nose palate shows bright lemon stonefruit flavours pure concentrated minerality rich palate weight pure fresh versatile wine matching variety foodssold cases six bottles,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
Vina Edmara Chardonnay,2.0,7.89,2019.0,13.0,75.0,6.0,10.0,2.0,Vina Edmara,la dama amarone della valpolicella classico excellent traditional style amarone lengthy taste warm full vigorous complex aroma liquor cherries dried plums spices tobaccosold cases six bottles,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Mucho Mas Sauvignon Blanc,2.0,7.19,2020.0,13.0,75.0,6.0,10.0,3.0,Boutinot Chile,decanter world wine awards 2020 platinum 97pts,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
One to One Carmenere Estate Reserve Morande,1.0,10.79,2019.0,13.5,75.0,6.0,10.0,9.0,Vina Morande,peacock wild ferment cabernet sauvignon drinkable wine hints cassis chocolate vanilla spice nose wine lovely length elegance without harsh tannins ending richness palatesold cases six bottles,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Tierra Antica Merlot,1.0,8.35,2021.0,13.0,75.0,6.0,10.0,6.0,Tierra Antica,la dama valpolicella classico deep dark brooding red wine intense fresh red cherry raspberry aromas elegantly weighted palatesold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Perez Cruz Cabernet Sauvignon Reserva,1.0,11.89,2018.0,13.5,75.0,6.0,10.0,9.0,Perez Cruz,serego alighieri possessioni bianco typical sauvignon complexity nose green apple bouquet soft palate good structure distinct pear pineapple flavours attractive citrus peel tinges lend freshness finishsold single bottles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Vina Edmara Pinot Noir,1.0,9.59,2020.0,13.0,75.0,6.0,10.0,9.0,Vina Edmara,olifantsberg grenache blanc unique style grenache blanc shows delicacy finesse subtle aromas lime blossom combine green herbal notes white peach quince beautifully balanced richly textured palate delicious saline hint finishsold single bottles,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Mancura Etnia Sauvignon Blanc,2.0,7.99,2021.0,12.5,75.0,6.0,10.0,9.0,Mancura Etnia,mount langi ghiran billi billi pinot grigio bright straw yellow colour green hues nose aromas fresh lime spiced pear subtle white florals spiced pear dominates palate notes honey zesty lime adding complexity balance length finish refreshing aciditysold cases six bottles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
Perez Cruz Carmenere Limited Edition,1.0,15.69,2019.0,14.0,75.0,6.0,10.0,9.0,Perez Cruz,poco mas cabernet sauvignonsold single bottles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Poco Mas Cabernet Sauvignon,1.0,8.79,2021.0,13.0,75.0,6.0,10.0,9.0,Poco Mas,saint clair origin sauvignon blanc marlborough tropical notes passionfruit guava blackcurrant combine nettle subtle chalky mineral notes rich full palate tropical flavours including passionfruit guava blackcurrant leads long mineral finishsold cases six bottles,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Echeverria Cabernet Sauvignon Gran Reserva,1.0,10.29,2019.0,14.0,75.0,6.0,10.0,9.0,Vina Echeverria,served bars royal ascot best uk price guaranteed,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Karu Chardonnay,2.0,6.79,2021.0,13.0,75.0,6.0,10.0,4.0,Karu,langhe bianco sauvignon blanc marchesi di gresy fine rare sauvignon blanc langhe hillssold cases six bottles,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Mucho Mas Merlot,1.0,6.99,2021.0,13.0,75.0,6.0,10.0,9.0,Boutinot Chile,perez cruz cot limited edition enticing aromas cedar spice black cherries cassis lead blueberry spice palate smooth supple tannins refined elegant malbecsold single bottles,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
Perez Cruz Cot Limited Edition,1.0,15.59,2019.0,13.5,75.0,6.0,10.0,9.0,Perez Cruz,pieno sud rosso juicy well balanced wine captures sunshine sicily blend ripe red fruit spicy characterssold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
El Viejo del Valle Pinot Noir,1.0,8.15,2019.0,13.5,75.0,6.0,10.0,9.0,El Viejo Del Valle,guenoc chardonnay restrained style chardonnay remaining true sunny origins white peach toasted almond notes balanced lively citrus freshness,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Syrah Limited Edition Perez Cruz,1.0,15.59,2019.0,14.0,75.0,6.0,10.0,9.0,Perez Cruz,vaporetto prosecco straw yellow lightly green hints fine persistent wine flavours aromas fruity apple light hints apricot citrus floral notes white meadow flowers prosecco fresh pleasantsold cases 12 bottles,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
Vina Edmara Viognier,2.0,8.89,2021.0,13.5,75.0,6.0,10.0,9.0,Vina Edmara,best uk price guaranteed,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
Morande Gran Reserva Cabernet Sauvignon,1.0,13.79,2019.0,14.0,75.0,6.0,10.0,9.0,Vina Morande,ocean eight pinot noir ocean eight family owned run vineyard producing fantastic pinot noir chardonnay mornington peninsulasold single bottles,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Haras de Pirque Reserva de Propriedad,1.0,11.29,2018.0,13.5,75.0,6.0,10.0,9.0,Haras De Pirque,decanter magazine june edition 90 points best uk price guaranteed,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Chaski Petit Verdot Perez Cruz,1.0,22.29,2016.0,14.0,75.0,6.0,10.0,9.0,Perez Cruz,chateau maucoil chateauneufdupape tradition blanc elegant dense good persistency lovely minerality,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0
El Padre Cabernet Franc Morande Adventure,1.0,18.79,2017.0,14.0,75.0,6.0,10.0,9.0,Vina Morande,le riche cabernet sauvignon true masters cape cabernet benchmark stellenbosch cab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mancura Etnia Merlot,1.0,7.59,2020.0,13.0,75.0,6.0,10.0,9.0,Mancura Etnia,percheron chenin viognier percheron produced delicious floral blend chenin blanc viognier attractive creamy texture long finish really refreshing blend shows great value found wines coming percherons sunny cape vineyards versatile easydrinkingsold cases six bottles,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Haras de Pirque Albis,1.0,36.49,2016.0,15.0,75.0,6.0,10.0,9.0,Haras De Pirque,ontanon rioja reserva great depth flavour fruit beautifully structured wine enjoy years come deep dark fruit flavours combined ample acidity minerality earthy notes fine structure natural grape tannins give good length weight sold cases six bottlessold cases six bottles,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Haras de Pirque Hussonet Cabernet Sauvignon Gran Reserva,1.0,13.99,2018.0,14.0,75.0,6.0,10.0,9.0,Haras De Pirque,olivier ravier beaujolais villages deep opulent notes black cherry blackberry envelope extraordinarily rich concentrated mouthfeel unctuous texture silky tannins finishsold single bottles,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Chateau Changyu Moser Family Second Vin,1.0,31.99,2016.0,14.0,75.0,8.0,10.0,9.0,Changyu,chateau changyu moser family second vin dark ruby red colour soft purple hue cabernet sauvignon typical mature berry aromas nose blackcurrant blackberry pleasant cedar vanilla oak aroma palate wine full bodied solid balanced complete structure fine smooth tannins long aftertastesold cases six bottles,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Chateau Changyu Moser XV Helan Mountain Cabernet Sauvignon Ningxia,1.0,13.39,2017.0,14.0,75.0,8.0,10.0,9.0,Changyu,chateau changyu moser xv helan mountain cabernet sauvignon ningxia contemporary cabernet ripe rounded blackcurrant fruit smoky sweet herb clove flavours soft velvety texture – soft enough spicy enough take powerful chinese food western dishes joanna simonsold cases six bottles,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Chateau Changyu Moser XV Helan Mountain Blanc de Noir White Cabernet Sauvignon Ningxia,2.0,14.99,2018.0,13.5,75.0,8.0,10.0,9.0,Changyu,chateau changyu moser xv helan mountain blanc de noir white cabernet sauvignon ningxia colour cabernet comes hue rosé touch indicate provenance surprisingly peachy nose cornucopia floral aromas – certainly enlarges spectrum offragrance wine palate offers stunning lusciousness peach exotic fruits hint violet vibrancy comes perfectly embedded acidity,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Veralda Refosco Istria,1.0,16.99,2016.0,14.0,75.0,8.0,10.0,9.0,Veralda,veralda refosco istria deep bright ripe red black fruit aromas subtle hints vanilla clove palate boasts huge spicy tannic structure yet also extremely harmonious core sloe elderberry blackandredcurrant fruit long vibrant youthful intense chewy fresh finishsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Veralda Malvazija Istriana,2.0,14.99,2019.0,13.5,75.0,8.0,10.0,9.0,Veralda,veralda malvazija istriana golden colour aromas honey baked apple ripeness palate notes citrus passion fruit lively zesty finishsold cases six bottles,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Kozlovic Teran Croatia,1.0,12.59,2020.0,12.5,75.0,8.0,10.0,9.0,Kozlovic,la maglia rosa pinot grigio blush bright summer fruits delicate floral notes crisp acidity make fantastic dry rosesold cases 12 bottles,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Jako Vino Stina Posip Dalmatia,2.0,24.49,2019.0,13.0,75.0,8.0,10.0,9.0,Jako Vino,tikves cuvee cyril offdry sensation ripe stone fruits melon mango tropical fruit flavours underpinned fresh citrus note hints minerality delicate floral notes enhance refreshing palate long lasting finishwinemakers notesold single bottles,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0
"Jako Vino Stina Cuvee White, Dalmatia",2.0,13.99,2020.0,12.5,75.0,8.0,10.0,9.0,Jako Vino,tikves smederevka pale lemon wine delivering tropical stone fruit aromas underpinned streak zesty citrus beautifully balanced palate crisp refreshing fruit flavours clean vibrant finish winemakers notesold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kozlovic Malvazija,2.0,12.49,2020.0,12.0,75.0,8.0,10.0,9.0,Kozlovic,latto cantine del notaio intense red ruby colour nose fresh red fruit spicy hints taste rich full intense fine tannins give length persistence good bodysold single bottles,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Kyperoundas Winery Petritis,2.0,13.69,2019.0,11.5,75.0,8.0,10.0,9.0,Kyperoundas Estate,kyperoundas winery petritis beautiful aromas citrus fruits lychee kiwi medium bodied wine refreshing aciditysold single bottles,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0
Flint Vineyard Silex Blanc,2.0,18.99,2019.0,11.5,75.0,8.0,10.0,9.0,Flint Vineyard,flint vineyard silex blanc flint vineyard silex blanc silex french flint blend pinot dominant varieties fermented aged neutral bugundian oak barrels rich complex wine delicate floral notes hints toast spice drinking well also cellared 5 yearssold cases six bottles,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Blackbook Winery Sea of Love Pinot Blanc,2.0,19.99,2020.0,12.0,75.0,8.0,10.0,9.0,Blackbook Winery,93 points james suckling best uk price guaranteed,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Whitehall Vineyard Charlotte May Rose,4.0,14.79,2020.0,11.0,75.0,8.0,10.0,9.0,Whitehall Vineyard,babich marlborough pinot noir dark plum raspberry aromas rose hints thyme mushroom anise sweet fruited weighty entry good volume plum cherry touch blackberry leaf fill midpalate spill onto finish nice fruit acid tannin balance adds tension lengthsold single bottles,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Whitehall Vineyard Pinot Noir,1.0,19.99,2018.0,11.5,75.0,8.0,10.0,9.0,Whitehall Vineyard,domaine de lafayette brouilly named general involved american independence ripe generous wine warm redberry fruits attractive acidity smooth hints vanilla tangy black fruits endsold single bottles,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Whitehall Vineyard Bacchus,2.0,14.79,2019.0,11.5,75.0,8.0,10.0,9.0,Whitehall Vineyard,koudiat cotes du rhone rouge lavau koudiat cotes du rhone rouge lavau juicy fresh strawberries ripe blackberries nose red berries spice slight savouriness palate full bodied luscious beguiling freshnesssold cases six bottles,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Henners Gardner Street Classic Bacchus Chardonnay,2.0,14.99,2020.0,12.5,75.0,8.0,10.0,9.0,0% Chardonnay,domaine vendange jacquere la cote savoie domaine vendange jacquere la cote savoie wonderful aromatic complexity highlighted fresh fruit notes peach lime delicate honeysuckle character light lemony palate distinctive minerality lovely refreshing finishsold single bottles,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
Blackbook Winery Painter of Light Chardonnay,2.0,21.99,2020.0,12.0,75.0,8.0,10.0,2.0,Blackbook Winery,blackbook winery id rather rebel rose blackbook winery id rather rebel rose expressive textured dry rosé elements strawberries cream ripe red cherry freshly crushed raspberry coming together beautifully balanced palatesold cases six bottles,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Blackbook Winery I'd Rather be a Rebel Rose,4.0,19.99,2019.0,12.5,75.0,8.0,10.0,9.0,Blackbook Winery,alpha estate xinomavro reserve vieilles vignes single block barba yannis alpha estate xinomavro reserve vieilles vignes single block barba yannis complex typical xinomavro showing aromas ripe red berries strawberries dark cherries liquorice sundried tomatoes delicate spice full bodied structured palate rich depth fruit concentrated savoury notes touch oak velvety tannins lead persistent aromatic finishsold single bottles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Simpsons Wine Estate Flint Fields Blanc de Noirs Brut,3.0,31.49,2017.0,12.0,75.0,8.0,10.0,9.0,Simpsons Wine Estate,blackbook winery nightjar pinot noir blackbook winery nightjar pinot noir reminiscent oldworld pinot noir nightjar shows elements sour black cherries blackcurrant delicate hints violet marries ripe fruit sweet spice black pepper refined tannins lend structure long savoury finishsold single bottles,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Blackbook Winery Nightjar Pinot Noir,1.0,21.49,2020.0,11.5,75.0,8.0,10.0,9.0,Blackbook Winery,bergerie du capucin les 100 pas du berger rouge languedoc charming approachable blend grenache syrah offering brambly fruit aromas complemented delicate hint spice smooth rounded great purity fruit fresh moreish finishsold single bottles,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
Whitehall Vineyard Madeline May Chardonnay,2.0,17.79,2020.0,11.5,75.0,8.0,10.0,2.0,Whitehall Vineyard,lo triolet vallee d’aoste pinot noir lo triolet vallee d’aoste pinot noir beautifully full sensationally textured pinot noir it’s subtle complex long genuinely fine,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
New Hall Vineyards Bacchus Reserve,2.0,11.29,2020.0,10.5,75.0,8.0,10.0,9.0,New Hall Vineyards,nina zinfandel blush inviting aromas redcurrants orange zest followed creamy medium dry palate showing nice balance sweetness fruit flavourssold single bottles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Simpsons The Roman Road Chardonnay,2.0,21.99,2020.0,13.0,75.0,8.0,10.0,2.0,Simpsons Wine Estate,henners gardner street rose pinot noir pinot meunier henners gardner street rose seaside salinity mandarin zest nose theres beach pebble minerality texture palate along blood orange tang persistent zing lift finish,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Henners Gardner Street Rose Pinot Noir Pinot Meunier,4.0,14.99,2020.0,12.5,75.0,8.0,10.0,9.0,Henners,blackbook winery pygmalion chardonnay blackbook winery pygmalion chardonnay beautifully rich buttery chardonnay notes waxy lemon honeydew melon sweet pineapple complemented sweet oak nuance nutty overtones textured balanced palate wonderful length subtly saline finish,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Blackbook Winery Pygmalion Chardonnay,2.0,26.49,2018.0,11.5,75.0,8.0,10.0,2.0,Blackbook Winery,chateau du gravillon saintemilion chateau du gravillon saintemilion intensely coloured blend merlot cabernet sauvignon delivering expressive aromas ripe plum blueberry soft fruity silky tannins smooth finishsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
