Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine,aromas,bottles,cases,fruit,notes,palate,red,single,six,wine
Bellefontaine Merlot Vin de Pays dOc,1.0,6.65,2020.0,14.0,75.0,1.0,2.0,6.0,Bellefontaine,bricco del drago langhe rosso poderi colla deep rubyred wine exceptionally elegant bouquet reflecting perfectly blend nebbiolo dolcetto grapes palate rich sweet plummy fruit alongside complex savoury notes beautifully balanced wine benefited 14 months oak extremely elegant wine good ageing potentialsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boutinot Les Coteaux Schisteux Seguret,1.0,12.99,2019.0,14.5,75.0,1.0,5.0,9.0,Les Coteaux Schisteux,foxwood dawn picked viognier wine classic viognier characters ripe apricot summer flowers medium full body soft texture refreshing streak citrus summer glasssold single bottles,2.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0
Foxwood Dawn Picked Viognier,2.0,9.79,2021.0,13.0,75.0,1.0,2.0,9.0,Fox Wood,privada malbec norton wine deep violet colour delicate tinges black complexity allows us enjoy different sensations rich engaging fruity aroma hints red fruits cassis pepper powerful impact palate elegant sweet tannins stand persistent long finish enhances varietal nature argentine malbecsold single bottles,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Roux Pere et Fils Chassagne Montrachet Les Chaumes,2.0,48.99,2017.0,13.5,75.0,1.0,1.0,2.0,Domaine Roux Pere Et Fils,boutinot les deux barriques cairanne hallmark ‘les deux barriques’ finesse power explosive aromas flavours astonishingly ripe red fruits interlaced mocha seductively sweet oaky nuances crescendo enticingly smooth silky palate intricacy surprising delicacy preserve unique natural flavour twas neither fined filtered bottling,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Bellefontaine Malbec Pays de l'Haute Vallee de l'Aude,1.0,6.89,2020.0,13.0,75.0,1.0,2.0,5.0,Bellefontaine,brachetto dacqui alasia piemontese classic unique fragrant seductive sweet lightly fizzy red delicately aromatic aromas fresh crushed raspberries rose petals palate lightly sparkling grapey fresh red berry fruit sweetness perfectly balanced mouth watering acidity juicy finishsold cases six bottles,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
Puligny Montrachet Pierre Bouree et Fils,2.0,44.99,2018.0,13.0,75.0,1.0,1.0,2.0,Pierre Bouree,barolo patres san silvestro stylish barolo expressive aromas dried fruit roses tar deep fruits layered minerality smooth mouthfilling palate sweet tannins weave long elegant finishsold single bottles,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
Cuvee Prestige Rouge Heraldique,1.0,8.15,2019.0,12.5,75.0,1.0,2.0,9.0,Heraldique,finca la colonia malbec wine sweet spicy aromas reminiscent black pepper lovely ripe red fruit palate really smooth texturesold single bottles,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
Duc de Morny Picpoul de Pinet Cave de L'Ormarine,2.0,9.29,2020.0,13.0,75.0,1.0,2.0,9.0,Cave De L'Ormarine,petit chablis domaine hamelin subtle notes white flowers green apple nose palate elegant fruity touch steely mineralitysold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petit Chablis Domaine Hamelin,2.0,16.99,2020.0,12.5,75.0,1.0,1.0,2.0,Domaine Hamelin,boutinot les six cairanne aoc 6 varieties familiar others less combine beautifully make one superb cairanne,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Boutinot Les Six Cairanne AOC,1.0,12.99,2018.0,14.5,75.0,1.0,5.0,9.0,Boutinot France Rhone,domaine de lolibet saint martin cabernet sauvignon perfumed intensity sweetripe fruit hints ripped mint melds palate savoury core classic cabernet sauvignon blackcurranty fruit ripe integrated tannins good lengthsold cases six bottles,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Domaine de L'Olibet Saint Martin Cabernet Sauvignon,1.0,7.75,2020.0,14.0,75.0,1.0,2.0,9.0,Boutinot France,domaine roux st aubin 1er cru la chateniere wine impressive aromas flavours peach pineapple honey texture rich sumptuous finish longsold cases six bottles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Domaine Roux St Aubin 1er Cru La Chateniere,2.0,38.99,2018.0,13.5,75.0,1.0,1.0,2.0,Domaine Roux Pere Et Fils,argento seleccion malbec superb malbec deep violet colour offers concentrated aromas plums black cherries notes chocolate rich blackberry black currant fruit flavours rounded perfectly soft supple tanninssold cases six bottles,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0
Chateau de Campuget La Sommeliere Syrah,1.0,16.99,2017.0,13.5,75.0,1.0,5.0,9.0,Château De Campuget,domaine des pourthie cabernet sauvignon deeply coloured cabernet sauvignon pronounced aromas blackcurrant black cherries tannins well integrated pleasant finishsold cases six bottles,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
Domaine des Pourthie Cabernet Sauvignon,1.0,9.19,2020.0,12.5,75.0,1.0,2.0,9.0,Domaine Des Pourthié,cuvee bahourat la petite parcelle de viognier viognier intense power character zest rich fruit flavours peach apricot pear dominate senses rich creamy palate wine remains balanced textural clean fresh finishsold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domaine Latour Giraud Meursault Cuvee Charles Maxime,2.0,44.49,2019.0,13.0,75.0,1.0,1.0,2.0,Domaine Latour Giraud,barbera dasti superiore la court michele chiarlo appealing structured wine complex elegant hints coffee tobacco black fruits richness elegance places amongst finest wines chiarlos portfoliosold single bottles,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
Cuvee Bahourat La Petite Parcelle de Viognier,2.0,7.79,2021.0,12.5,75.0,1.0,2.0,9.0,Domaine Mas Barrau,best uk price guaranteed,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Cotes du Rhone Haut de Brun Alain Jaume,1.0,11.89,2019.0,14.5,75.0,1.0,5.0,9.0,Grand Veneur Alain Jaume,domaine lafage cuvee centenaire blanc wine intense fresh minerally peach citrus fruit flavours hint spice medium bodied gentle fresh finishsold cases six bottles,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
Domaine de la Motte Petit Chablis,2.0,13.59,2020.0,13.0,75.0,1.0,1.0,4.0,Domaine De La Motte,joie de vigne grenache pinot noir ripe cherry fruit touch spice fill delicious fruit filled winesold single bottles,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Domaine Lafage Cuvee Centenaire Blanc,2.0,11.99,2020.0,13.0,75.0,1.0,10.0,9.0,Lafage,barbera dasti palas michele chiarlo michele chiarlos coolest barbera fruity cherry scented wine ripe red berried fruit vibrant expression barbera grape harmonious great freshness clean elegant finishsold single bottles,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Joie de Vigne Grenache Pinot Noir,1.0,9.59,2020.0,13.5,75.0,1.0,2.0,9.0,Joie De Vigne,bodega bressia monteagrelo cabernet franc expressive cabernet franc uco valley amazing stuff walter bressia,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0
Cotes du Rhone Les Vignes du Prince,1.0,9.29,2020.0,14.0,75.0,1.0,5.0,9.0,Cellier Des Princes,domaine de vedilhan viognier aromatic deliciously fruity viognier ultra clean appealing textbook viognier aromas ripe pears peaches twist turkish delight,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Domaine de l'Elite Vielles Vignes Macon Villages,2.0,14.49,2017.0,14.0,75.0,1.0,1.0,4.0,Domaine De Lelite,pasquiers grenache noir black grenache deep south france steeped texture sinewy flavour structure talk length flavours go rich black fruit vanilla liquorice sweet spice cinammon palate intense berry fruit spice gentle acidity tanninssold cases six bottles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Pasquiers Grenache Noir,1.0,6.65,2020.0,13.5,75.0,1.0,2.0,9.0,Pasquiers,bodega norton finca la colonia merlot intense cherry raspberry aromas hints violets eucalyptus elegant well balanced structure pleasant finishsold single bottles,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
Cotes du Rhone Secret de Familie Paul Jaboulet Aine,1.0,11.89,2018.0,14.0,75.0,1.0,5.0,9.0,Paul Jaboulet Aine,domaine de vedilhan serica viognier wine crafted partly barrel fermenting viognier racked barrel spring result richly textured wine bitter sweet aromas crystalised orange peel ginger subtle flavours stone fruits enhanced elegant creamy oak perfectly balanced,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Domaine Botti Saint Veran,2.0,14.59,2019.0,13.0,75.0,1.0,1.0,2.0,Domaine Botti,robert parkers wine advocate 91 points,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
Domaine de Vedilhan Serica Viognier,2.0,9.49,2020.0,13.5,75.0,1.0,2.0,9.0,Domaine De Vedilhan,agostino petri da vicchiomaggio chianti classico riserva enticing sweet ripe fruit nose flavour concentrated black cherries rich almost opulent tannins velvety wine great complexity sold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gerard Bertrand Cigalus Rouge,1.0,26.99,2020.0,15.0,75.0,1.0,2.0,9.0,Gerard Bertrand,bodega norton finca perdriel vineyard selection complex aromas ripe red fruit beautifully balanced spicy notes palate velvety round long harmonious finishsold single bottles,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Domaine Andre Brunel Est Ouest Cotes du Rhone,1.0,9.59,2019.0,13.5,75.0,1.0,5.0,9.0,Domaine André Brunel,domaine de vedilhan sauvignon blanc piercing gooseberry aromas reminiscent ripe cool climate sauvignon coupled crushed limes palate make vedilhan really crisp refreshing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domaine Berthelemot Puligny Montrachet 1er Cru La Garenne,2.0,53.49,2019.0,13.0,75.0,1.0,1.0,4.0,Domaine Berthelemot,domaine mas barrau cabernet franc pays du gard sensual seductive sophisticated cabernet franc gard wild ripeness sweet orange zest scented raspberry fruit twinned edgy woodland perfume palate incredibly long rich fleshy fruit flavours counterbalanced bitter woody character thread honeysold cases six bottles,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Domaine de Vedilhan Sauvignon Blanc,2.0,7.69,2020.0,12.0,75.0,1.0,2.0,3.0,Domaine De Vedilhan,94 points tim atkin 2018 vintage,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Domaine Mas Barrau Cabernet Franc Pays du Gard,1.0,7.99,2021.0,13.5,75.0,1.0,2.0,9.0,Boutinot France,clos de leglise macon charnay fresh fine lean elegant unoaked mâconcharnay delicate citrus blossom nose savoury mineral palatesold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clos de L'Eglise Macon Charnay,2.0,14.49,2020.0,13.0,75.0,1.0,1.0,4.0,Clos De Léglise,domaine mas bahourat merlot incredibly well balanced easy drink sumptuous red fruit rippling flavours crushed morello cherries crunchy fragrant minty dark chocolate seriously good without serioussold cases six bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Domaine Champ-Long Tradition Ventoux,1.0,11.59,2020.0,13.5,75.0,1.0,5.0,9.0,Domaine De Champ Long,bressia monteagrelo malbec oh pure powerful yet elegant malbec lush brilliantly intense showing vibrant fruity aromas fullbodied dark mineral layered body serious stuff yet dangerously moreish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Domaine Mas Bahourat Merlot,1.0,7.45,2020.0,14.0,75.0,1.0,10.0,6.0,Domaine De Bahourat,chablis domaine jean goulley good weight clean pronounced mineral character nose palate classic chablis domaine jean goulley relatively new company formed 1986 jean already owner 6 hectares vineyards decided quit job motor trade order realise old dream – look vines make wine 10 years later son phillipe joined family companysold single bottles,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
Chablis Domaine Jean Goulley,2.0,20.89,2019.0,13.0,75.0,1.0,1.0,2.0,Domaine Jean Goulley,domaine des pourthie merlot deep vibrant colour sweet berry fruit nose palate well structured wine soft balanced tannins pleasantly long finishsold cases six bottles,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
Domaine Chante Cigale L'Apostrophe Rouge Pays de Mediterranee,1.0,11.29,2019.0,14.0,75.0,1.0,5.0,9.0,Domaine Chante Cigale,bellefontaine cabernet sauvignon quite ripe blackcurrant wild berry fruits nose hint grassy herbs medium full bodied black fruits balanced dry ish grip length offered underlying overpowering tanninssold cases six bottles,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Domaine des Pourthie Merlot,1.0,9.19,2020.0,13.5,75.0,1.0,2.0,9.0,Domaine Des Pourthié,bressia profundo rich blend malbec cabernet merlot syrah darkly appealing nose plum black cherry oak dark beautifully made great concentration elegance length really awesome expression bressias vineyards true outstanding qualitysold cases six bottles,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Bellefontaine Cabernet Sauvignon,1.0,6.89,2020.0,13.0,75.0,1.0,2.0,9.0,Bellefontaine,chablis 1er cru vau ligneau domaine hamelin delicate expressive nose green apple citrus lily aromas round yet elegant palate classic minerality dry finishsold single bottles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Chablis 1er Cru Vau Ligneau Domaine Hamelin,2.0,24.49,2019.0,12.5,75.0,1.0,1.0,2.0,Domaine Hamelin,argento malbec mendoza argentina superb malbec deep purple colour offers powerful aromas black stone fruit floral notes juicy flavours plum blackberry touch chocolate vanilla oak ageing lead long lingering finish ripe velvety tanninssold cases six bottles,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Domaine Chante Cigale The Cicada Rouge IGP Mediterranee,1.0,8.99,2020.0,14.0,75.0,1.0,5.0,9.0,Domaine Chante Cigale,crozeshermitage inspiration domaine de la ville rouge deep red intense aromas red fruits black olives spicy peppery notes silky tannins elegant silky textured winesold single bottles,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
Crozes-Hermitage Inspiration Domaine de la Ville Rouge,1.0,16.99,2017.0,13.0,75.0,1.0,5.0,9.0,Domaine De La Ville Rouge,andeluna 1300 malbec aromas diverse fruit flowers notes dulce de leche vanilla chocolate given ageing oak barrels smooth attack mouth typical variety balanced full bodied soft tanninssold single bottles,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Domaine de la Motte Chablis Premier Cru Beauroy,2.0,19.69,2019.0,13.5,75.0,1.0,1.0,2.0,Domaine De La Motte,crozeshermitage terre declat domaine de la ville rouge lovely vibrant syrah character substantial dense palate great well sustained flavour length fine tannins loads potential development northern rhône syrah best expressionsold single bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Crozes-Hermitage Terre d'Eclat Domaine de la Ville Rouge,1.0,18.79,2017.0,13.0,75.0,1.0,5.0,9.0,Domaine De La Ville Rouge,gerard bertrand naturalys merlot nose expression pure fruit character showing blackcurrant wild strawberry notes touch spice smooth elegant structure soft tannins lingering finishsold single bottles,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Domaine de la Motte Chablis Vieilles Vignes,2.0,15.49,2020.0,13.0,75.0,1.0,1.0,2.0,Domaine De La Motte,alamos malbec catena mendoza showing ripe dark berry fruit along nice spicy notes mouthfeel full yet soft supple black raspberry currant flavours mingled notes sweet spice touch leather finish long persistent soft sweet tanninssold cases six bottles,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Cuvee Jean-Paul Vaucluse Rouge,1.0,6.79,2021.0,13.5,75.0,1.0,5.0,9.0,Cuvee Jean Paul,andeluna 1300 merlot merlot medium body good structure balance aromas morello cherry black currant blackberry cinnamon notes chocolate anise minerals combine flavours cherry vanilla black pepper spices complement sweet delicate tannins produce noble wine long gentle finishsold single bottles,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Domaine Jean Goulley Petit Chablis,2.0,18.99,2019.0,13.0,75.0,1.0,1.0,2.0,Domaine Jean Goulley,domaine combe juliere rasteau opulent wine depth concentrated black fruit tannins present enjoyable polished integrated black fruits nose echoed palate touch liquorice spice long silky finishsold single bottles,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Domaine Combe Juliere Rasteau,1.0,15.99,2019.0,14.5,75.0,1.0,5.0,9.0,Domaine Combe Julière,andeluna 1300 uco valley cabernet sauvignon structured full bodied wine rounded tannins result persistent finishsold single bottles,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
Domaine Jean Goulley Chablis Premier Cru Montmains,2.0,24.39,2019.0,12.5,75.0,1.0,1.0,4.0,Domaine Jean Goulley,domaine jean goulley chablis 1er cru fourchaume area fourchaume extension northerly slopes chablis grands crus fourchaume distinguished power elegance bouquet length classic mineral chablissold single bottles,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
Domaine Jean Goulley Chablis 1er Cru Fourchaume,2.0,24.89,2019.0,12.5,75.0,1.0,1.0,4.0,Domaine Jean Goulley,domaine jean defaix chablis chablis brilliant representation style classic year it’s steely flinty driven fresh citrus fruitsold cases six bottles,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
Teliani Valley Kakhuri No8,1.0,11.49,2020.0,12.5,75.0,8.0,10.0,9.0,Teliani,teliani valley kakhuri no8 teliani’s experimental ‘winery 97’ project amber wine blend four varieties can’t pronounce – luckily rich dried fruit nutty flavours long dry refreshing finish much easier get mouth around,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vachnadziani Winery Imereti Krakhuna,2.0,12.19,2019.0,12.5,75.0,8.0,10.0,9.0,Vachnadziani,campo alle comete albablu toscana vermentino fresh elegant expression vermentino aromatic floral notes leading brisk zesty citrus palate beautifully balanced lovely mineral sensation long vibrant finishsold single bottles,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
Vachnadziani Winery Kakheti Saperavi Georgia,1.0,8.99,2019.0,13.0,75.0,8.0,10.0,9.0,Vachnadziani,andes peaks merlot fabulous value classic merlot central vallley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tbilvino Rkatsiteli Kakheti Georgia,2.0,9.95,2020.0,12.0,75.0,8.0,10.0,9.0,Tbilvino,sevilen majestik syrah kalecik karasi deep red colour clean intense fresh ripe remarkable aromatic fullness nose mouth discover minerals fruit spices finesse balance brought together judicious blend kalecik karasi syrah grapes,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tbilvino Qvevris Rkatsiteli Kakheti Georgia,2.0,12.49,2020.0,12.0,75.0,8.0,10.0,9.0,Tbilvino,tbilvino saperavi kakheti georgia highest quality saperavi grapes kakheti region eastern georgia used produce lovely wine fruity aroma really cheerful pleasant taste drinks particularly well goes well – red white meat dishes,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Tbilvino Saperavi Kakheti Georgia,1.0,11.89,2020.0,12.0,75.0,8.0,10.0,9.0,Tbilvino,pazo de monterrey godello aromatic sophisticated godello intriguing monterrei region,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Kloster Eberbach Pinot Noir Edition S,1.0,19.99,2018.0,13.0,75.0,8.0,10.0,9.0,Kloster Eberbach,kloster eberbach pinot noir edition mutiaward winning wine classic pinot noir aromas red berry wild strawberry bright crunchy acidity supple red fruit producing lightbodied wine finely balanced smooth tannins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Messmer Muschelkalk Grauburgunder Trocken,2.0,13.29,2020.0,12.5,75.0,8.0,10.0,9.0,Weingut Messmer,messmer muschelkalk grauburgunder trocken ripe fullflavoured grauburgunder commonly known pinot gris france pinot grigio italy messmers shelllimestone schlossgarten vineyard,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Hexamer Grauburgunder Trocken vom Porphyr,2.0,13.99,2020.0,13.0,75.0,8.0,10.0,9.0,Weingut Hexamer,hexamer grauburgunder trocken vom porphyr hexamer grauburgunder trocken vom porphyr lower acidity makes apricot peachy notes come fore great concentration length late picking stainless steel ensures rich clean flavours,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Bischofliche Ayler Kupp Riesling Spatlese Feinherb,2.0,16.99,2017.0,11.0,75.0,8.0,10.0,7.0,Bischofliche Weinguter Trier,bischofliche ayler kupp riesling spatlese feinherb bischofliche ayler kupp riesling spatlese feinherb like opulent basket fruit aromas characters backed lingering minerality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Peth Wetz Unfiltered Riesling Rheinhessen,2.0,14.69,2020.0,13.0,75.0,8.0,10.0,7.0,Peth Wetz,peth wetz unfiltered pinot noir rheinhessen notes bright red cherry blueberry clove black tea leaf cinnamon consistent nose palate met crisp acidity round tannins complexity wine continue evolve time sold cases six bottles,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Weinhaus Ress Riesling Feinherb,2.0,12.59,2019.0,12.5,75.0,8.0,10.0,7.0,Balthasar Ress,ananto organic bobal tempranillo youthful clean dark garnetcherry colour complex aromas red berry fruit strawberry blackberry wine shows impressive array flavours palate great intensity good balance ripe soft tannins bring harmonious finishsold cases six bottles,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
Messmer Made in Pfalz Weissburgunder Trocken,2.0,10.49,2020.0,12.5,75.0,8.0,10.0,9.0,Weingut Messmer,ontanon marco fabio moscatel beautifully balanced ripe yet fresh dessert wine rioja region,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Hexamer Sauvignon Blanc Trocken,2.0,13.49,2020.0,13.0,75.0,8.0,10.0,3.0,Weingut Hexamer,sanford chardonnay sta rita hills sanford chardonnay sta rita hills luxurious elegant chardonnay enticing notes grilled peach lemon toasted hazelnuts palate bright fruit honeycomb beautifully framed crisp acidity rich texture carries long clean finishsold cases six bottles,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Bischofliche Kaseler Riesling Kabinett Trocken,2.0,13.29,2019.0,11.5,75.0,8.0,10.0,7.0,Bischofliche Weinguter Trier,italia prosecco spumante brut brut 20cl hints apple peach nose palate soft dry light citrus notes creamy yet delicate fizz sold cases 12 bottles,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Weegmuller Riesling Der Elegante Kabinett Trocken,2.0,16.99,2019.0,12.0,75.0,8.0,10.0,7.0,Weingut Weegmüller,jako vino stina cuvee white dalmatia youthful yet complex nose delights layers floral hints tropical notes apricot mango full bodied palate dry refreshingly balanced full juicy yellow fruits citrus hints lingering finishsold single bottles,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
Peth Wetz Estate Riesling Rheinhessen,2.0,11.29,2021.0,12.5,75.0,8.0,10.0,7.0,Peth Wetz,strange bru fernao pires western cape bright tangy textural mineral nose crushed granite peach kernel petrichor palate sandy seam underpins stonefruit skins wine finishes tight brightsold cases six bottles,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Weingut Robert Weil Kiedrich Turmberg Riesling Trocken,2.0,29.49,2020.0,12.5,75.0,8.0,10.0,7.0,Robert Weil,cannonau di sardegna riserva pala dark ruby red almost impenetrable intense notes little red fruits blackberry red cherry jam together fine spicy notes smooth elegant tannins full body enveloping long finishsold single bottles,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Markus Molitor Haus Klosterberg QbA Mosel Riesling,2.0,14.49,2020.0,11.5,75.0,8.0,10.0,7.0,Markus Molitor,chateau mercian yamanashi koshu sur lie pale yellow colour refreshing aromas citrus fruits lemon lime sudachi apple nuance toasted bread derived sur lie method appears fresh acidity accented pleasant astringency extracted skin koshu grapessold cases 12 bottles,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Hexamer Riesling Trocken Schlossbockelheimer In den Felsen,2.0,13.99,2018.0,13.5,75.0,8.0,10.0,7.0,Weingut Hexamer,vialetto negroamaro puglia ripe juicy succulent dark fruit character satisfyingly rich taste elegant spicy undertones hint liquorice finish serve pasta tomato sauce slow cooked meat paprika infused dishes,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Bischofliche DOM Riesling Off-dry,2.0,11.39,2020.0,11.0,75.0,8.0,10.0,7.0,Bischofliche Weinguter Trier,bobos finca casa la borracha bobal top class bobal boutique winery,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
Weegmuller Scheurebe Trocken Pfalz,2.0,16.59,2020.0,12.0,75.0,8.0,10.0,7.0,Weingut Weegmüller,zorgvliet silver myn cabernet franc rose brisk assertive rosé packed refreshingly leafy cabernet franc notes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peth Wetz Estate Grauer Burgunder Rheinhessen,2.0,11.99,2018.0,12.5,75.0,8.0,10.0,9.0,Peth Wetz,abruzzo passerina caparrone fresh citrusy nose aromas lemon zest grapefruit palate ripe stone fruit characters balanced zesty acidity giving appealing texture finish,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Weingut Robert Weil Kiedrich Grafenberg Riesling Trocken GG,2.0,49.99,2019.0,13.0,75.0,8.0,10.0,7.0,Robert Weil,chateau mercian koshu gris de gris faint reddish orange hue sweet gentle aromas apricot apple compote darjeeling old rose subtle vanilla notes derived 8 months oak barrels complex palate skins seeds koshu grape come gentle skin contact creates threedimensional feeling mouthsold cases 12 bottles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bischofliche DOM Riesling Dry,2.0,11.39,2020.0,11.5,75.0,8.0,10.0,7.0,Bischofliche Weinguter Trier,domaine du pre semele sancerre rose elegant pinot noir rose one best produces loire valley really perfect food wine wonderfully fresh appetising real finesse serve lightly chilled delicious,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Kloster Eberbach Estate Riesling Trocken,2.0,13.39,2020.0,12.5,75.0,8.0,10.0,7.0,Kloster Eberbach,georges duboeuf des rosiers moulinavent impressive wine displays specific aromas blackcurrant faded rose fullbodied firm tannins subtle hints toast jammy fruits spicessold single bottles,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Fritz Willi Mosel Riesling,2.0,11.29,2020.0,11.0,75.0,8.0,10.0,7.0,Friedrich Wilhelm Gymnasium,front row chenin blanc roussanne front row white wines made stefan basson estate perdeberg swartland blending estate wines cuvées sourced long term collaborators stefan crafted pair wines shirazmourvèdreviognier blend demonstrate style value money cape offer,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Koster-Wolf Weingut Riesling Kabinett Halbtrocken,2.0,10.89,2021.0,10.5,75.0,8.0,10.0,7.0,Weingut Köster Wolf,la fleur dor sauternes sublime luscious sauternes characterful sweet wine warm dry vintage conditions given concentrated sauternes rich peach victoria plum fruit accented notes honey caramel toast sweetness start gives way refreshing medium dry finishsold single bottles,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
