Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Maison Boutinot Cuvee Edalise Cotes de Provence Rose,4.0,12.29,2021.0,12.5,75.0,1,10,9,Boutinot France,"Seriti Merlot Western Cape - Seriti Merlot Western Cape is attractively soft, creamy, chocolatey nose and a palate bathed in dusky spice. Lush, ripe and deep in hue, this is a plump and sensuous Merlot with flavours of hedgerow fruits and a fine, gently leafy finish.Sold in cases of six bottles"
Pour Le Vin Faim de Loup Syrah Pays d’Oc,1.0,8.49,2020.0,13.0,75.0,1,2,9,Boutinot France,"Francois et Julien Pinon Vouvray Silex Noir Demi-Sec - Francois et Julien Pinon Vouvray Silex Noir Demi-Sec is an authentic, off-dry (Demi-Sec) Vouvray wine with green apple flavours and excellent palate-cleansing acidity. Sold in cases of six bottles"
Francois et Julien Pinon Vouvray Silex Noir Demi-Sec,2.0,17.99,2019.0,12.0,75.0,1,10,9,Francois et Julien Pinon,"Far Niente Oakville Cabernet Sauvignon - Far Niente Oakville Cabernet Sauvignon has aromas of ripe berries, cassis, liquorice and chocolate are seamlessly underpinned by hints of layers of toasted sweet oak. The silky, lush palate of rich plum, blackberry and oak spice is well-structured and polished, with fine grain tannins that melt into a long, elegant finish.Sold in cases of six bottles"
Domaine Chante Cigale Chateauneuf-du-Pape Rouge Pi,1.0,44.99,2019.0,15.0,75.0,1,5,9,Domaine Chante Cigale,Lomond Wines Romans Bay Sauvignon Blanc Western Cape - Lomond Wines Romans Bay Sauvignon Blanc is a refreshing and polished Sauvignon Blanc with pronounced aromas of gooseberry layered with lemon and tropical fruit. Light and zesty with unmistakable purity of fruit and a mouthwatering finish.Sold in cases of six bottles 
Olivier Ravier Macon-Villages,2.0,14.99,2020.0,12.5,75.0,1,1,2,Olivier Ravier,"Brezza Dolcetto d'Alba  - Brezza Dolcetto d'Alba is a lively, fruity wine with notes of black cherry, crushed cassis, blueberry and wild red berries complemented by hints of liquorice and almond. Harmoniously balanced with silky smooth tannins and a lovely long finish. Sold in single bottles"
Bergerie du Capucin Les 100 Pas du Berger Blanc Saint Guilhem le Desert,2.0,12.39,2020.0,13.0,75.0,1,2,9,Bergerie Du Capucin,"Alaia Dehesa De Rubiales -  Produced from the Prieto Picudo grape, indigenous to the León province."
Brut de L’Ormarine Piquepoul Extra Brut,3.0,14.49,2018.0,11.5,75.0,1,2,9,Cave De L'Ormarine,Burlesque White Zinfandel Rose - A lively and fruity rosé with aromas and flavours of strawberries and fresh summer berries.Sold in cases of six bottles
Fleurie Chateau de Grand Pre Beaujolais,1.0,16.99,2020.0,13.0,75.0,1,10,9,Chateau De Grand Pré,"Jean Biecher Pinot Blanc - This Pinot Blanc is extremely soft and fresh with medium acidity. Fresh and delicately fruity, this superb wine offers notes of peaches and apples, with delicate floral hints.Sold in cases of six bottles"
Jean Biecher Pinot Blanc,2.0,9.49,2020.0,12.5,75.0,1,10,9,Biecher,"Johann Donabaum Gruner Veltliner Federspiel Wachau - A fabulous, restrained wine with apple and lime characters combined with white pepper, cardamom and spicy minerality. Balanced and refreshing.Sold in single bottles"
Domaine de la Roche Honneur Chinon Cuvee de Paques,1.0,12.69,2020.0,12.5,75.0,1,10,9,Stéphane Mureau,"Cicada Blanc by Chante Cigale - Easy-drinking, unoaked and properly flavoursome white wine with lovely aromatics on the nose, nice weight on the palate and a fresh, bright finish."
Cicada Blanc by Chante Cigale,2.0,8.89,2021.0,13.0,75.0,1,5,9,Domaine Chante Cigale,"Chateau Saint Roux Pigeonnier Organic Cotes de Provence - This organic wine has a great balance between freshness and complexity. it's full and round, holding back at first, then opening up to a beautiful palate of peach and a hint of black olive."
Chateau Saint Roux Pigeonnier Organic Cotes de Provence,4.0,15.39,2019.0,12.0,75.0,1,10,9,Chateau Saint Roux,"Scacciadiavoli Montefalco Rosso - Tons of red berry fruit and a refreshing finish. Still a fair whack of tannin but nicely harmonised, it’s only going to taste better with food. Predominantly Sangiovese with a dash of powerful Sagrantino and plummy Merlot in the blend."
Chateau Tirecul Andrea Bergerac Blanc,2.0,17.49,2018.0,13.5,75.0,1,10,9,Château Tirecul,"Naturalmente Bio Nero d'Avola Sicilia - Vivid red-ruby. Aromas and flavours of violets, dried herbs, juicy plum and blueberries. Fresh and supple, with acidity nicely frames the sweet fruit leading to a crips long finish.Sold in cases of six bottles"
Chateau La Garenne Bordeaux Rouge,1.0,9.39,2019.0,13.5,75.0,1,10,9,Caves de Rauzan,"Domaine Sainte Barbe Macon-Burgy Terres Rouges - A smooth, ripe and supple Gamay, enlivened by a subtle feral element. Richly fruited, with complex layers of Burgundian-style berry fruit interwoven with herbal, dried fruit and beetroot characters."
Domaine Sainte Barbe Macon-Burgy Terres Rouges,1.0,16.99,2017.0,13.5,75.0,1,1,9,Domaine Sainte Barbe,"Les Lauriers Cinsault Grenache Rose - A delicate, pale, yet fruity rosé, with the attractive aroma of wild berries and a crisp, refreshing palate brimming with strawberry and plums. Serve well chilled alongside seafood, salads or roasted Mediterranean vegetables."
Les Lauriers Cinsault Grenache Rose,4.0,9.29,2020.0,12.5,75.0,1,2,9,Alma Cersius,Decanter 94 Points Highly Recommended - October 2020
Gerard Bertrand Naturalys Pinot Noir,1.0,11.79,2020.0,13.5,75.0,1,2,9,Gerard Bertrand,"La Ruchette Doree Cotes du Rhone Villages Rouge - La  Ruchette Doree Cotes du Rhone Villages Rouge is a classic southern Rhône red; ripe and characterful with smooth supple tannins. With attractive, bramble fruit and floral aromas, the palate is up-front and fresh with warm spice and real depth.Sold in cases of six bottles"
La Ruchette Doree Cotes du Rhone Villages Rouge,1.0,9.49,2020.0,14.0,75.0,1,5,9,Boutinot France,Villa Raiano Ponte dei Santi Greco di Tufo DOCG - Villa Raiano Ponte dei Santi Greco di Tufo DOCG is a classic Greco from Campania - the benefit of a fantastic vineyard site and long lees ageing gives it complexity.
Francois et Julien Pinon Vouvray Sec,2.0,15.99,2019.0,12.0,75.0,1,10,9,Francois et Julien Pinon,"Kingscote Estate Sparkling Brut Rose - Kingscote Estate Sparkling Brut Rose is a fine and elegant sparkling wine offering fresh, yet subtle aromas of citrus fruits. Supported by minerality and freshness in a modern style."
La Belle Sauvignon Blanc Pays d'Oc,2.0,8.89,2020.0,12.0,75.0,1,2,3,La Belle,"Badia a Coltibuono Chianti Classico - Full of charm, this Chianti Classico unveils layered aromas of iris, violet, tobacco, black pepper and ripe cherry and leads to a beautifully balanced palate, with tightly knit and supple tannins. Warm and persistent, with an elegant mineral note on the finish.Sold in single bottles"
Domaine de la Belouse Macon-Milly-Lamartine,2.0,14.99,2020.0,13.0,75.0,1,1,2,Domaine De La Belouse,"Brezza Nebbiolo d'Alba Vigna Santa Rosalia - Brezza Nebbiolo d'Alba Vigna Santa Rosalia is characteristically garnet red with orange nuances, this delicious wine offers perfumed aromas of roses, violets and berried fruit, underpinned by subtle earthy notes. Elegant with velvety tannins and a long, persistent finish.Sold in single bottles"
Fleurie Georges Duboeuf Clos des Quatres Vents,1.0,16.49,2020.0,13.0,75.0,1,10,9,Georges Duboeuf,"Front Row Shiraz Mourvedre Viognier - This 'Front Row' red wine is made by Stefan Basson at his estate on the Perdeberg in Swartland. Blending estate wines with cuvées sourced from long-term collaborators, Stefan has crafted a pair of wines, the other being a 'Chenin Marsanne' blend, which demonstrate the style and value for money the Cape can offer. These surprisingly serious Rhône-influenced blends display balanced, ripe fruit flavours with tremendous drinkability.Sold in single bottles"
Jean Biecher Pinot Gris,2.0,10.99,2019.0,13.5,75.0,1,10,9,Biecher,"Kayra Buzbag Okuzgozu-Bogazkere - Okuzgozu and Bogazkere varietals, when blended complete one another and the harmony of this blend truly reflects the nature of Eastern Anatolia. Okuzgozu with its plum like dark skinned grapes and generous acidity complements Bogazkere with its intense tannins, fruit driven, spicy and tar-like aroma character. A rich wine, with sour cherries, blackberry through to a well balanced and softly structured palate.Sold in single bottles"
Lucien Crochet Sancerre Pinot Rose,4.0,22.29,2020.0,13.0,75.0,1,10,9,Lucien Crochet,"Masseria Li Veli Askos Susumanielo Salento - Ruby red with purplish shimmer, on the nose it presents red berries (raspberry, sour cherry, to blackcurrant) followed by liquorice, rhubarb and rawhide leather. On the palate it tastes soft, very elegant and well balanced by tannins. The long finish on the palate shows a touch of acidity and a great freshness.Sold in cases of six bottles"
Domaine de l'R Chinon Canal des Grands Pieces,1.0,13.99,2019.0,12.5,75.0,1,10,9,Domaine de l'R,"Bodegas Navajas Blanco Crianza - Delicate, intriguing and fresh on the palate, but warm and ripe at the same time. Light yellow in colour with a few golden highlights – all of which is due to the balance between its youthful flavours and those provided by oak.Sold in cases of 12 bottles"
Chateau Lions Lamartine Gaillac Blanc,2.0,10.99,2020.0,12.5,75.0,1,10,9,Chateau Lions Lamartine,"Chateau d'Esclans Cotes de Provence Rose - Château d’Esclans has just released this new luxury rose wine. The grapes used to produce this superb wine come exclusively from Chateau d’Esclans’ vineyards, consisting primarily of Grenache and Rolle. (Vermentino)."
Chateau d'Esclans Cotes de Provence Rose,4.0,38.99,2020.0,13.0,75.0,1,10,9,Chateau Desclans,"Rag & Bone Riesling Eden Valley - The nose classically expresses the vineyard... it's like having a fresh lime in your hand that you crush gently over minerals... literally lime on the rocks!! The palate is bright, zingy, singing with natural acidity and really textural. It reflects the vineyard with its fine sandy texture with really bright, white pithy fruit. Just a cracking Eden Valley Riesling.Sold in cases of six bottles"
Domaine du Monteillet Les Hauts du Monteillet Blanc IGP Collines Rhodaniennes,2.0,14.99,2020.0,14.5,75.0,1,5,9,Domaine Du Monteillet,"Clos 56 Pomerol -  This is 100% old vine Merlot from a tiny parcel (0.56ha) of exceptional terroir in heart of the Pomerol vineyard. It is inky black with intense, super ripe sweet fruit. Concentrated, rich and very classy with expensive spicy oak, the wine has lots of potential.Sold in cases of six bottles"
Clos 56 Pomerol,1.0,64.99,2016.0,14.5,75.0,1,10,6,Domaines Bouyer,"Renato Keber Collio Zegla Riserva - 100% Friulano, ethereal, honeyed, unique - about as close to other-worldly as you can get with a wine."
La Collection by Maison Boutinot rose Cotes de Thau,4.0,9.09,2021.0,12.5,75.0,1,2,9,Boutinot France,"Thymiopoulos Malagouzia Assyrtiko - The perfect marriage of the rich stone fruit and floral flavours of Malagouzia with the acidity and minerality of Assyrtiko, which adds freshness and complexity to the finish.Sold in single bottles"
Vincent & Sophie Morey Santenay Les Hates,1.0,25.99,2017.0,13.0,75.0,1,1,9,Vincent & Sophie Morey,"Scacciadiavoli Grechetto - In one word, ‘tangy’. Like most Italian whites, it’s not an expressly aromatic wine but in the best of both worlds it’s a refreshing, unoaked, zesty white wine with texture and concentration."
Domaine Serge Laloue Sancerre,2.0,18.29,2020.0,13.5,75.0,1,10,3,Domaine Serge Laloue,"Domaine Champ-Long Cuvee Speciale Ventoux - Domaine Champ-Long Cuvee Speciale Ventoux has deep luscious aromas of blackcurrants and dark cherry are accompanied by delicate spicy notes on the nose. Round and beautifully structured with supple tannins and a long, satisfying finish.Sold in single bottles"
Domaine Champ-Long Cuvee Speciale Ventoux,1.0,12.99,2017.0,14.5,75.0,1,5,9,Domaine De Champ Long,Domaine de Morties Jamais Content Pic Saint Loup Rouge - Domaine de Morties Jamais Content Pic Saint Loup Rouge
Domaine de Morties Jamais Content Pic Saint Loup Rouge,1.0,23.99,2019.0,14.0,75.0,1,2,9,Domaine de Morties,"Kershaw G.P.S. Series Lower Duivenhoks River Chardonnay - Kershaw G.P.S. Series Lower Duivenhoks River Chardonnay is a restrained mineral and fresh Chardonnay with lemon blossom and wet chalk aromas leading to a penetratingly intense palate with bright acidity balancing the rich mid-palate weight. Notes of orange peel, peach and grapefruit peel are layered with lemon cream biscuits through to a long finish."
Jean-Marc Brocard Chablis Premier Cru Vau de Vey,2.0,32.99,2020.0,13.5,75.0,1,1,2,Jean Marc Brocard,"Mas Gabinele Grenache Gris Herault - Mas Gabinele Grenache Gris Herault has a very pale colour with a vibrant hue. Delicate on the nose, opening with notes of jasmine, cherry blossom and pink pepper. Stimulating and joyous on the palate leading towards a delightful conclusion of mineral notes. The underlying style of this Grenache is constant despite the changing climatic conditions from one year to the next, highlighting its excellent adaptation to the schist soils. Mas Gabinele"
Mas Gabinele Grenache Gris Herault,2.0,17.99,2018.0,14.0,75.0,1,2,9,Mas Gabinèle,"Brezza Sarmassa Barolo - A fragrant and elegant wine with complex aromas of wild berries layered with menthol, leather, liquorice, violet, earthy tones and subtle herbal notes. Beautifully balanced with firm tannins, a fruity mid-palate and great length on the finish.Sold in single bottles"
Fleurie Le Quartier du Cru Beaujolais,1.0,11.79,2020.0,13.5,75.0,1,10,9,Boutinot France,"Ge Emiliana - Emiliana's very top wine and is regarded quite rightly as one of Chile's finest. A voluptuously ripe and seductive wine. The nose offers elegance and a nice balance of ripe black fruit with a delicate touch of truffle and spice. On the palate there's plenty of rich ripe fruit with soft, velvety tannins providing elegant structure and complexity. Amazing stuff.."
Jean Biecher Riesling,2.0,9.89,2020.0,12.5,75.0,1,10,7,Biecher,"Kayra Buzbag Reserve - A wine which promises enthusiasm: with its dense fruit and lively acidity which gracefully evolve to reveal subtle nuances of exotic spice, leather, cassis and a hint of toasty smoke. The soft silky texture adds to the red forest fruits and savoury notes on the palate with a long, lingering finish.Sold in single bottles"
Bruno Dubois Saumur Champigny Cuvee du Coin,1.0,23.99,2016.0,12.5,75.0,1,10,9,Bruno Dubois,"Alois Lageder Pinot Noir Krafuss - This Pinot has deliciously elegant flavours of soft red fruits with hints of spice and pepper, and an elegant mouth-watering finish."
Chateau d'Esclans Rock Angel Rose,4.0,27.99,2020.0,13.5,75.0,1,10,9,Chateau Desclans,Matthew Jukes' Top 100 Australian Wines - 2019/2020
Chateau Milon Cuvee Caprice Saint-Emilion,1.0,13.69,2019.0,15.0,75.0,1,10,9,Domaines Bouyer,Domaine du Monteillet Le Petit Viognier Pays des Collines Rhodaniennes - Superbly balanced and fresh Viognier.
Domaine du Monteillet Le Petit Viognier Pays des Collines Rhodaniennes,2.0,17.99,2020.0,14.5,75.0,1,5,9,Domaine Du Monteillet,"Renato Keber Collio Malchevada Riserva - 100% Malvasia, skin contact, steel fermentation and an extended period in bottle before release. Green tea bitterness with a huge, slowly unfurling finish."
Mal.bek Malbec Rose,4.0,9.49,2020.0,13.0,75.0,1,2,5,Boutinot France,Savigny-Les-Beaune Tollot-Beaut - Bright red berry and cherry fruit are supported by well-judged tannins and just a hint of spicy oak. An accessible and nicely polished Savigny as well as a very complete expression of the village.Sold in single bottles
Savigny-Les-Beaune Tollot-Beaut,1.0,42.99,2017.0,13.5,75.0,1,1,9,Domaine Tollot Beaut,Scacciadiavoli Montefalco Bianco - Moreish and nutty with a bright streak of acidity.
Domaine La Font de Notre Dame Rasteau,1.0,11.99,2019.0,14.5,75.0,1,5,9,Boutinot France,"Yangarra Estate Noir McLaren Vale - Yangarra Estate Noir McLaren Vale is bright, perfumed and lifted with layers of spice. Super fresh berry coolis palate with a crunchy texture of natural berry skins."
Domaine Merlin-Cherrier Sancerre,2.0,17.49,2020.0,13.0,75.0,1,10,3,Domaine Merlin-Cherrier,"Shadow Point Central Coast Pinot Noir - Shadow Point Central Coast Pinot Noir combines delicious red cherry and dried cranberry concentration, with a touch of dark spice. The palate has wild bramble and cherry pie notes. It finishes bright, fresh and gently toasty."
Domaine La Rouviole Minervois A Tempo,1.0,11.79,2019.0,14.0,75.0,1,2,9,Domaine La Rouviole,"Reign of Terroir Chenin Blanc - Reign of Terroir Chenin Blanc has tropical guava flavours coalesced with passion fruit and underlying vanilla flavours. It has a fresh nose with lovely warm fruit aromatics, its full and rich on the palate, with a high acidity leaving a lovely creamy crisp finish. Balanced and superbly structured, the flavours are complimented by a delicate minerality and tropical fruit flavours."
Le Clos du Serres Blanc Le Saut du Poisson AOP Languedoc,2.0,19.99,2019.0,14.0,75.0,1,2,9,Le Clos du Serres,"Uggiano Governo Toscano - Uggiano Governo Toscano has bright aromas with spicy bramble fruit. A ripe red with cherry and berry characters, hints of pepper and supple tannins."
Fleurie La Reine de l'Arenite,1.0,10.99,2021.0,13.5,75.0,1,10,9,La Reine De Larenite,Gran Hacienda Merlot - Super succulent with plump plum and damson fruit on the palate. This Merlot is big on attitude and flavour alike. Subtle notes of wild mint and herbaceous hints on the finish.Sold in cases of six bottles
Mure Clos Saint Landelin Grand Cru Riesling,2.0,32.99,2018.0,12.5,75.0,1,10,7,René Muré,"Paringa Estate Mornington Peninsula Pinot Gris - The bouquet has lifted varietal aromas of fresh cut pear and apple. Refreshing on the palate with crisp, ripe pear and vibrant citrus fruit flavours, this has a lovely mid palate texture and balance with a crisp, dry finish.Sold in single bottles"
Baron de Poce Pinot Noir Vin de France,1.0,7.69,2021.0,13.0,75.0,1,10,9,Pierre Chainier,Ara Single Estate Sauvignon Blanc - Restrained mineral and stone fruit characters with accentuated grapefruit aromatics; balanced with elegance and texture.Sold in cases of six bottles
Domaine Chante Cigale Extrait Chateauneuf-du-Pape Blanc,2.0,38.49,2018.0,13.0,75.0,1,5,9,Domaine Chante Cigale,"Lieux Perdus Pinot Noir Rose - Light, dry, pretty pink and packed full of creamy red fruit flavours."
Chateau Cardinal Montagne Saint-Emilion,1.0,14.29,2018.0,14.0,75.0,1,10,9,Château Cardinal,"GENETIE Bourgogne Pinot Noir Illumine - This is a great example of Red Burgundy especially at this price point. It has elegant red cherry aromas, and is medium-bodied with an abundance of smooth ripe fruit flavours. A versatile and easy-drinking wine that goes well with grilled meats, terrines and pâtes or with a cheese platter. Sold in cases of six bottles"
Lieux Perdus Pinot Noir Rose,4.0,7.89,2021.0,12.5,75.0,1,2,9,Boutinot France,"Molinillo Malbec - This Molinillo Malbec wine has a bright, lifted nose with freshly picked black berry fruits and expressive violet notes. The pallet is juicy, but balanced. Ripe berry fruits are abundant, whilst gentle spice adds dimension. It's weighty with soft, gentle tannins and an enduring fruit charged finish.Sold in cases of six bottles"
GENETIE Bourgogne Pinot Noir Illumine,1.0,13.49,2019.0,13.0,75.0,1,1,9,Boutinot France,"Fontessa Prosecco Rose - The inaugural Prosecco Rosé - Fontessa has an appealing balance of delicate berry fruit, bright acidity and a refreshing mousse."
Crozes Hermitage Rouge Domaine de Thalabert Paul Jaboulet Aine,1.0,43.99,2014.0,13.0,75.0,1,5,9,Paul Jaboulet Aine,"Buena Vista Sonoma County Zinfandel - Buena Vista Sonoma County Zinfandel is deep red in the glass, this wine opens with a bouquet of dark fruit notes and expresses jammy flavours of boysenberry and blackberry complemented by hints of cinnamon. This well-structured wine leaves a long-lasting and vibrant finish..Sold in single bottles"
Chateau de Plaisance Ronceray Blanc,2.0,19.99,2019.0,14.0,75.0,1,10,9,Chateau de Plaisance,"Simpsons Wine Estate Railway Hill Rose - Simpsons Wine Estate Railway Hill Rose has delicate Pinot Noir rosé has fresh aromas of watermelon and lychee, with peachy, stone-fruit flavours and a delightfully smooth texture and mouth-feel.Sold in single bottles"
Pour Le Vin Froid de Canard Sauvignon Blanc Vin de France,2.0,7.99,2020.0,11.5,75.0,1,10,3,Boutinot France,"Cascina Nuova Nizza - Cascina Nuova Nizza is Barbera at its finest from a small organic estate in the hills between Il Cascinone and d'Annona, in the south of the Nizza zone - a DOCG in its own right since 2014."
Chateau de Rhodes Gaillac Blanc,2.0,11.79,2020.0,12.0,75.0,1,10,9,Château De Rhodes,"El Tesoro Monastrell Shiraz - A ripe, open nose of black fruit ripe plums and blackberries. Warm and spicy on the palate, with mouthfilling red fruit and a chocolate and liquorice edge.Sold in cases of six bottles"
Le Cru du Volcan Brouilly Domaine Les Roches Bleues,1.0,11.69,2019.0,14.5,75.0,1,10,9,Domaine Les Roches Bleues,"Michei Sauvignon Blanc J Hofstatter - The inviting bouquet initially reveals notes of gooseberry paired with a touch of currant followed by nuances of elderflower, nettles and flint. Well balanced and firmly structured, this wine impresses with notes of minerals and clearly defined varietal aromas on the finish.Sold in single bottles"
Mure Pinot Gris Signature,2.0,16.49,2019.0,13.5,75.0,1,10,9,René Muré,"Opal Ridge Semillon Chardonnay - A delicate blend of herbaceous Semillon and exotic tropical Chardonnay fruit characters with subtle oak complexity balanced by a crisp, fresh finish.Sold in cases of six bottles"
Domaine de la Villaudiere Sancerre Rouge,1.0,18.29,2018.0,13.0,75.0,1,10,9,Domaine De La Villaudiere,Sommelier Wine Awards 2019 - Gold Medal Winner
Chateau Mayne-Vieil Fronsac Bordeaux,1.0,11.19,2016.0,14.5,75.0,1,10,6,Château Mayne-Vieil,"Domaine Rene Monnier Les Vignots Pommard - An attractive dark fruit nose with a slight touch of earthiness, is followed by brighter, brambly red fruit on the palate, underpinned by herbal notes. Concentrated and textured, silky tannins lead to a wonderfully long finish.Sold in single bottles"
Domaine Rene Monnier Les Vignots Pommard,1.0,39.39,2020.0,13.0,75.0,1,1,9,Domaine René Monnier,BEST UK PRICE GUARANTEED
Saint Joseph Le Grand Pompee Paul Jaboulet Aine,1.0,22.49,2018.0,13.0,75.0,1,5,9,Paul Jaboulet Aine,"Simpsons Wine Estate Chalklands Classic Cuvee - Simpsons Wine Estate Chalklands Classic Cuvee is the epitome of English elegance, this rich golden sparkling wine has enticing aromas of caramelised pear and floral millefeuille, combined with bright citrus flavours, linear precision and impressive length.Sold in single bottles"
Chateau de Plaisance Anjou Blanc,2.0,14.99,2020.0,13.0,75.0,1,10,9,Chateau de Plaisance,"Bergerie du Capucin Dame Jeanne Rouge Pic Saint Loup - Bergerie du Capucin Dame Jeanne Rouge Pic Saint Loup is a fresh and velvety wine with complex notes of blackberry, Morello cherry and peach complemented by violet, pepper and balsamic nuances. The velvety smooth and fleshy palate is enveloped in tight grained tannins through to a delicate eucalyptus note on the finish.Sold in single bottles"
Bergerie du Capucin Dame Jeanne Rouge Pic Saint Loup,1.0,17.49,2019.0,14.5,75.0,1,2,9,Bergerie Du Capucin,"Aquiline Sauvignon Blanc Western Cape - Aquiline Sauvignon Blanc Western Cape has a fresh lime citrus nose, lightly herbal with touches of green pepper and lemon grass. Green apple and bergamot lime on the palate with cleansing acidity and a nice streak of minerality on the finish.Sold in cases of six bottles"
Cuvee Jean-Paul Gascogne Blanc de Blancs Sec,2.0,6.79,2021.0,11.5,75.0,1,10,9,Cuvee Jean Paul,"Domaine des Tourelles Red - Abundant cassis and ripe morello cherry fruit, this is complex and multi layered with firm yet appealing tannins and some spice on the finish.Sold in cases of six bottles"
Domaine du Pre Baron Touraine Gamay,1.0,9.19,2020.0,12.5,75.0,1,10,9,Domaine Du Pre Baron,"Finca Antigua Garnacha Crianza - High aromatic intensity with initial hints of mineral, violets and ripe red berries. Notes of Indian ink and subtle nuances of new oak, tobacco and breadcrumbs. In the mouth, a silky attack, fresh with a velvety, full mouthfeel.Sold in single bottles"
Les Pivoines Beaujolais Villages,1.0,10.29,2020.0,13.0,75.0,1,10,9,Les Pivoines,"Morande Gran Reserva Chardonnay - A particularly sophisticated Chardonnay, offering subtle aromas of pear, apple and citrus, alongside floral and toasted hazelnut notes. A component aged on lees brings weight and texture, balanced by the citrus freshness on the palate. A model of classical elegance from this great grape variety.Sold in single bottles"
Rene Mure Gewurztraminer Grand Cru Clos St Landelin,2.0,27.89,2015.0,14.0,75.0,1,10,9,René Muré,"Saddle Creek Shiraz Cabernet - This wine displays peppery, plum and violet characters balanced with subtle oak. a flavoursome wine that is soft and smooth.Sold in cases of six bottles"
Cave de l’Ormarine VilleMarin Rose,4.0,7.39,2020.0,12.5,75.0,1,2,9,Cave De L'Ormarine,"Tormaresca Neprica Primitivo - Red fruits, black cherry and notes of liquorice. The palate is well-rounded, with soft, supple tannins and a pleasingly fresh finish. Sold in single bottles"
Chateau Tayac Margaux,1.0,27.39,2019.0,13.0,75.0,1,10,9,Château Tayac,"Tierras del Isasa Organic Rioja - A ripe and complex organic Rioja. Pronounced aromas of ripe red fruit with appealing spice characters and a hint of vanilla. The palate is complex with juicy bramble fruit, savoury characters and a hint of black pepper."
Domaine Berthelemot Beaune Premier Cru Clos des Mouches Rouge,1.0,45.99,2018.0,13.5,75.0,1,1,9,Domaine Berthelemot,IWSC Gold Medal 95 points - Decanter World Wine Awards Silver Medal - IWC Silver Medal
Domaine du Pre Semele Sancerre Les Chasseignes,2.0,23.49,2019.0,13.0,75.0,1,10,3,Domaine Du Pre Semele,"Domaine de Gournier La Savetiere Rouge Cevennes - Domaine de Gournier La Savetiere Rouge Cevennes is a delicious southern French blend with expressive aromas of cassis and ripe plum, herbal overtones of laurel and lilac, with just a touch of spice. A charming wine, beautifully balanced and full of concentrated fruit flavours."
Domaine Le Mourre Chateauneuf du Pape Rouge,1.0,30.5,2015.0,14.5,75.0,1,5,9,Domaine Le Mourre,"Pour Le Vin Avoir La Peche Chardonnay - Expressive Chardonnay with the perfect balance of density, texture and freshness. The result is very pure and bright, with an attractive orange blossom nose and a harmonious, rich and peachy palate. Avoir La Peche means to ""have a peach"" or be on top form which is a perfect description of this wine. Sold in cases of six bottles"
Domaine de Gournier La Savetiere Rouge Cevennes,1.0,9.79,2020.0,13.5,75.0,1,2,9,Domaine De Gournier,"Avamposti Pinot Nero - Raspberry and sour cherry with just a hint of spice. The finish is juicy and slightly savoury with soft, balanced tannins."
Pour Le Vin Avoir La Peche Chardonnay,2.0,7.99,2020.0,12.5,75.0,1,10,2,Boutinot France,"Xavier Monnot Meursault Les Chevalieres - Les Chevalières is a lieu-dit lying behind the town of Meursault in the valley leading towards Auxey-Duresses. It is one of several lieux-dits in Meursault that perform above their official “village” level status. The soil of Les Chevalières is very stony and the wine typically displays a strong mineral character, firm acidity, and piercing tension. There is always a big spine of acidity in Chevalières,"" says Monnot. Aged from 12 to 14 months in 15-20% percent new French oak. "
Xavier Monnot Meursault Les Chevalieres,2.0,59.99,2019.0,13.0,75.0,1,1,2,Xavier Monnot,"Berton Vineyards Foundstone Pinot Grigio - This Pinot Grigio displays subtle aromas of apple, pear and citrus. The palate is crisp and refreshing with tingly acidity and flavours of lemon, pear and kiwifruit which combine to give the palate good length and intensity.Sold in single bottles"
Cuvee Jean-Paul Gascogne Blanc de Blancs Demi-Sec,2.0,6.89,2020.0,11.5,75.0,1,10,9,Cuvee Jean Paul,"Domaine du Pre Semele Sancerre Rouge, Pinot Noir non filtre - Red fruits aromas, cherry and fresh raspberry, the palate is medium bodied and sappy with lovely pure fruit flavours rounded out by a touch of spicy oak and discreet, elegant tannins.Sold in cases of six bottles"
Domaine du Pre Semele Sancerre Rouge Pinot Noir non filtre,1.0,19.99,2018.0,13.0,75.0,1,10,9,Domaine Du Pre Semele,"Ferreira Tawny Port - A fresh, delicate aroma, reminiscent of spices and dried fruit, reflecting the oak ageing. In the mouth this is an elegant wine that shows a fine balance between structure and sweetness, providing it with an attractive long finish.Sold in single bottles"
Marcel Lapierre Morgon,1.0,24.99,2020.0,12.5,75.0,1,10,9,Domaine Marcel Lapierre,"Morande One to One Cabernet Sauvignon Estate Reserve - A plush, ripe Cabernet Sauvignon with excellent fruit definition: cassis, plum and raspberry are given a savoury edge with notes of chocolate and clove spice. Seamless tannin creates a fine textural backdrop for the complex flavours, lifted by the mintiness typical of the Maipo valley.Sold in single bottles"
R de Rimauresq Rose Cru Classe Cotes de Provence,4.0,19.89,2020.0,12.5,75.0,1,10,9,Domaine Rimauresq,"Mure Orchidees Sauvages Gewurztraminer - Controlled yet expressive, this wine offers the characteristic exotic aromas of Gewurztraminer – rose petals, lychee and gingerbread – in an elegant, medium bodied style.Sold in single bottles"
Mure Orchidees Sauvages Gewurztraminer,2.0,16.49,2019.0,14.0,75.0,1,10,9,René Muré,"Russiz Superiore Sauvignon Blanc - Intriguing aromas of pink grapefruit, green peppers and fresh sage. Crisp citrus flavours, particularly lemon and grapefruit, dominate and linger on the well structured palate. This is brilliantly distinctive Sauvignon.Sold in single bottles"
