Name,type,price,vintage,alcohol,bottle size,country,region,grapespecies,producer,Text wine
Indio Montepulciano d'Abruzzo Bove,1.0,13.59,2016.0,13.5,75.0,2,10,9,Bove,"Les Parcs Pinot Noir Guy Allion - Strawberry fruited and creamy textured, this is a joyously ripe, juicy Pinot with a good deal of cool climate finesse.Sold in single bottles"
Masi Modello Bianco Trevenezie,2.0,11.39,2020.0,12.0,75.0,2,10,9,Masi,Morande Pionero Merlot Reserva - Aromas of ripe plum and wild blackberries. This wine has lovely smooth and seductive fruit with hints of bittersweet dark chocolate.Sold in single bottles
Mastri Vernacoli Trentino Sauvignon Blanc,2.0,7.89,2021.0,12.5,75.0,2,10,9,Cavit,"Olivier Ravier, Brouilly - An elegant Brouilly showing concentrated aromas of cassis and black berried fruits. Ripe and vibrant black fruits are echoed on the palate, which is structured with soft tannins and a charming, silky finish.Sold in single bottles"
Roccolo Grassi Amarone della Valpolicella,1.0,62.99,2016.0,16.0,75.0,2,3,9,Roccolo Grassi,"S Naia Sauvignon Blanc - Yellow greenish colour. Aromatic on the nose with floral, fresh cut grass and subtle tropical fruit notes. It is a very fresh wine on the nose that brings the Sauvignon variety out from a very elegant profile. Refreshing, mineral and very long on the palate.Sold in cases of six bottles"
Roccolo Grassi Soave,2.0,17.49,2017.0,13.0,75.0,2,3,9,Roccolo Grassi,Sables et Galets Gewurztraminer - This exceptional Sables et Galets Gewurztraminer shows lovely purity of fruit and finesse. Fragrant rose-petal/water and grapefruit aromas with a hint of sweet spice.
San Silvestro Cortese del Piemonte Adelasia,2.0,9.19,2020.0,12.0,75.0,2,4,9,San Silvestro,"Tamarind Garden Cabernet Carmenere Syrah - The complex blackcurrant flavours of the Cabernet in this intense red wine are softened by the Merlot and underpinned by the peppery notes of Carmenère combining perfectly to complement the spicier Indian curry dishes such as jalfrezi, biriyani and madras.Sold in single bottles"
Tormaresca Bocca di Lupo Castel del Monte,1.0,54.99,2017.0,14.0,75.0,2,10,9,Tormaresca,"Valdivieso Single Vineyard Merlot - Sweet rich plummy fruit with a hint of spice.Full bodied, hints of cocoa and vanilla flavours.Sold in cases of six bottles"
Il Meridione Nero d’Avola Sicilia,1.0,6.89,2019.0,13.5,75.0,2,10,9,Araldica,"Fitz Sparkling Wine NV - Light Bodied and Dry. Fresh, Crisp, Fruity and Refreshing."
Bibi Graetz Soffocone Di Vincigliata IGT Toscana Rosso,1.0,23.99,2018.0,13.5,75.0,2,10,9,Bibi Graetz,"Dona Paula Altitude 969 Mendoza - Dona Paula Altitude 969 Mendoza is a stunning, high altitude blend where Petit Verdot offers aromas of blueberries and jasmine; Bonarda delivers intense notes of blackberries and raspberries and a touch of Malbec adds volume to the palate and a long finish.Sold in single bottles"
Brezza Barolo Classico,1.0,33.99,2017.0,14.0,75.0,2,4,9,Brezza Giacomo E Figli Dal 1885,"Angelo Nero d'Avola - A ripe and exuberant red with an aroma and flavour reminiscent of plums and cherries, with a touch of Mediterranean herbs. This exclusive blend of the Nero dAvola and Sangiovese grapes have produced a cracking Sicilian red.Sold in single bottles"
Angelo Nero d'Avola,1.0,9.29,2020.0,13.5,75.0,2,10,9,Angelo,"Boundary Line Shiraz - Aromas of gentle spice and white pepper. On the palate, soft berry fruit with hints of aromatic spices. Medium bodied, with a persistent finish.Sold in cases of six bottles"
Castel Firmian Merlot Mezzacorona,1.0,10.59,2020.0,12.5,75.0,2,10,6,Mezzacorona,"Circumstance Cabernet Sauvignon - Flavours of ripe blackcurrant and spice. A rich, succulent wine with smooth, fine tannins. The great concentration and fine tannins will ensure that it will only become more complex with age.Sold in cases of six bottles"
Bramito della Sala Antinori,2.0,21.49,2020.0,12.0,75.0,2,10,2,Castello Della Sala,Circumstance Sauvignon Blanc - Succulent and beautifully balanced Sauvignon flavours. A really classy wine that treads the middle ground between a fine Loire Sancerre and a full fronted tropical fruit bomb from New Zealand. A really appealing food friendly wine. Great as an aperitif or with seafood starters.Sold in cases of six bottles
Feudi d'Albe Montepulciano d'Abruzzo Bove,1.0,8.49,2019.0,12.5,75.0,2,10,9,Bove,"Finca La Colonia Sauvignon Blanc - A bright crisp and fresh Sauvignon Blanc from Mendoza, Argentina. Zesty and crisp with plenty of character. Lovely citrus fruit and slightly grassy notes on the palate. Can be enjoyed on its own but great with light salads or seafood.Sold in single bottles"
Feudi di San Gregorio Falanghina del Sannio,2.0,14.29,2020.0,13.0,75.0,2,10,9,Feudi Di San Gregorio,Fleurie La Madone Georges Duboeuf - This famous Cru lives up to its name with a smooth wine of immense charm.Sold in single bottles
Mannara Pinot Grigio,2.0,9.49,2020.0,12.5,75.0,2,10,9,Mannara,"Marco Felluga Just Molamatta - A typical Collio blend, with elegant fresh fruit reminiscent of apple and pear, and a mineral, almost salty savour to the palate.Sold in single bottles"
Marco Felluga Just Molamatta,2.0,15.29,2020.0,13.0,75.0,2,10,9,Marco Felluga,Awarded 90 points and a silver medal in the Decanter World Wine Awards 2021
Mastri Vernacoli Trentino Pinot Grigio,2.0,7.79,2020.0,12.5,75.0,2,10,9,Cavit,"Pasquiers Grenache Gris Cinsault Rose - This Vin de Pays dOc rosé is made with 25% Cinsault to give that spicy kick to the abundant rich flavours of 75% Grenache Gris the best Grenache for rosé. Pinky tinged grapes which give all the flavour you need in a rosé, a must in summertime!Sold in cases of six bottles"
San Silvestro Gavi di Gavi Fossili,2.0,12.49,2021.0,12.0,75.0,2,4,9,San Silvestro,"The Cloud Factory Pinot Noir - A stylish Pinot Noir offering great value for such a sought after grape. From the winemaker.. from maritime vineyards in Marlborough’s south easterly extremes in the Blind River Valley. We exploit this coastal fruit by capturing a breezy finesse over the classic cranberry and red current aromas giving us a wine with enough bite and texture to be foody but with enough generosity of fruit to be a delicious glass on its own. A lick of oak in the wine making lends a little soothing creaminess to the whole. Pretty, poised and textural.Sold in cases of six bottles"
Soave Classico Suavia Veneto,2.0,12.39,2020.0,13.0,75.0,2,3,9,Suavia,"Thirst Quenching Rosé Mixed Case - Looking for a variety of mixed Rose wines? Then this is the must have rose collection, cool, juicy and delicious. A stylish collection of six rose wines from around the world."
Tormaresca Torcicoda Primitivo,1.0,21.49,2019.0,14.0,75.0,2,10,9,Tormaresca,Vina Edmara Chardonnay - This lively young wine has a vibrant flavour with luscious tropical notes and delicate undertones of wood giving complexity. Balanced acidity sustains the taste and gives freshness to the palate.Sold in single bottles
La Dama Amarone della Valpolicella Classico,1.0,31.99,2017.0,16.0,75.0,2,3,9,La Dama,"Domaine du Monteillet Grand Duc du Monteillet St Joseph Blanc - Powerful and waxy with aromas of garrigue and warm earth, there is underlying structure one would expect of a wine with this class."
Bibi Graetz Grilli IGT Toscana Rosso,1.0,15.59,2018.0,14.0,75.0,2,10,9,Bibi Graetz,"Chateau Maucoil Cotes du Rhone Villages Cuvee 1895 - From some of the oldest vines in the region, only 2,500 bottles of this gem are produced each year."
Brezza Barbera d'Alba Superiore,1.0,18.99,2017.0,14.5,75.0,2,4,9,Brezza Giacomo E Figli Dal 1885,"Andeluna 1300 Chardonnay - Delicate green colour with subtle pale yellow tones. A refreshing, unoaked Chardonnay showing lime, white peach and green apple characaters. The palate is soft and fresh with an intense flavour and a long finish.Sold in single bottles"
Bottega Vinai Trentino Gewurztraminer,2.0,10.69,2020.0,13.5,75.0,2,10,9,Bottega Vinai,"Calzadilla Classic Pago Calzadilla - An intense and expressive nose with notes of vanilla, tobacco and a balsamic background enveloped in a symphony of dark forest fruits. Velvety smooth with lively tannins and an everlasting finish.Sold in single bottles"
Castel Firmian Teroldego,1.0,11.39,2019.0,13.0,75.0,2,10,9,Mezzacorona,95 points - JamesSuckling 
Conviviale Montepulciano d'Abruzzo,1.0,6.85,2020.0,13.5,75.0,2,10,9,Adria Vini,"Feudi di San Gregorio Cutizzi Greco di Tufo - A vibrant wine with beautiful clarity and layers of classic pear, peach and green plum fruit. Full bodied and bright on the palate, with a lively acidity and a sharp, defined minerality, very typical of the region.Sold in single bottles"
Feudi di San Gregorio Cutizzi Greco di Tufo,2.0,16.99,2021.0,13.0,75.0,2,10,9,Feudi Di San Gregorio,"Gastro Pub and Bar White Selection Mixed Case - We normally supply numerous Gastro Pubs and Bars across London with their wines. We have put together six of our most popular white wines, all usually enjoyed in many of the Capital’s watering holes! They offer great value-for-money, are made for easy drinking, with bags of flavour and a modern style."
Marco Felluga Collio Pinot Grigio Mongris,2.0,17.99,2020.0,13.0,75.0,2,10,9,Marco Felluga,"Mirabello Rose Spumante Brut NV - A delicate pink sparkling rosé with strawberry and raspberry aromas and soft berry characters on the palate. Fresh acidity balanced by zesty, cherry notes makes this an easy and appealing fizz.Sold in cases of six bottles"
Millesulmare Etna Blanco Santa Maria La Nave,2.0,39.89,2016.0,12.0,75.0,2,10,9,Santa Maria La Nave,"Montalto Organic Nero d'Avola - Notes of ripe red fruits, sweet spices and liquorice. The fruit flavours continue on the round, generous palate.Sold in single bottles"
Santa Seraffa Gavi del Comune di Gavi,2.0,11.69,2020.0,12.5,75.0,2,4,9,Tenuta Santa Seraffa,"Sollazzo Bianco Italia - From a blend of Trebbiano, Grechetto and Vermentino grapes. Fresh and zesty with a hint of spice on the finish.Sold in cases of six bottles"
Soave Classico Monte Carbonare Suavia,2.0,18.99,2018.0,13.0,75.0,2,3,9,Suavia,"The Last Stand Shiraz - Premium quality fruit and mature vines have produced a wine with great balance, length and fruit intensity. Dark cherry and plum dominate the nose with hints of spice and leather. These flavours carry on to the palate and integrate nicely with the soft, supple, savoury tannins.Sold in cases of six bottles"
Sollazzo Bianco Italia,2.0,7.59,2020.0,11.5,75.0,2,10,9,Azienda Agricola Cartafina,"Tierra Antica Merlot - Intense cherry red colour with bright purple hints. On the nose appear red and black fruit aromas such as cherries and blackberry interwoven with a subtle and spicy bay leaf character. On the palate the wine displays soft and sweet tannins, a balanced acidity, nice structure and a medium lovely finish.Sold in cases of six bottles"
Trentangeli Tormaresca,1.0,16.89,2017.0,14.5,75.0,2,10,9,Tormaresca,"Goring Blanc de Blancs NV - An elegant and complex expression of the exceptional chalky terroir from which it hails, it has delicious notes of grapefruit, lemon zest, orange blossom and crushed oyster shells complemented by a racy acidity.Sold in single bottles"
La Dama Valpolicella Classico,1.0,12.39,2019.0,13.0,75.0,2,3,9,La Dama,"Chateau Batailley 5eme Cru Classe Pauillac - A beautifully smooth and elegant wine showing classic notes of cedar, sweet blackcurrant, raspberry coulis and fruitcake with smoky nuances of tobacco and liquorice. Abundant sweet tannins and a good full-bodied structure surround the depth and complexity of flavours through to a long, harmonious finish.Sold in single bottles"
Bibi Graetz Casamatta IGT Toscana Rosso,1.0,11.49,2019.0,12.5,75.0,2,10,9,Bibi Graetz,"Pulenta La Flor Malbec - Bright red fruit aromas of cherry, strawberry,with some floral notes of violet and hints of vanilla from the oakaging. Vibrant and round, with pliable, ripe tannins."
Brezza Nebbiolo Langhe,1.0,17.49,2020.0,14.0,75.0,2,4,9,Brezza Giacomo E Figli Dal 1885,"Angelo Montepulciano d'Abruzzo - A super juicy wine, with masses of black cherry fruit, a smooth, round texture, and a light dusting of Montepulciano spice.Sold in single bottles"
Angelo Montepulciano d'Abruzzo,1.0,8.99,2019.0,13.5,75.0,2,10,9,Angelo,"Berton Vineyards Reserve Chardonnay - This Reserve Chardonnay has generous aromas of white peach, beautifully balanced by spicy oak with toasty undertones of vanilla and mocha. A rich and toasty palate shows pineapple and peach fruit with hints of cinnamon, which lingers to create a lovely wine with a long and persistent finish.Sold in single bottles"
Bottega Vinai Trentino Pinot Grigio,2.0,9.79,2021.0,13.0,75.0,2,10,9,Bottega Vinai,"Casal Caeiro Albarino Sobre Lias  - From the coolest part of Rias Baíxas, this wine bursts with juicy Albariño character: pear, citrus fruit, musky perfume and hints of mineral and spice. Clean, intense and very long on the palate. Sold in single bottles"
Castel Firmian Lagrein Riserva Mezzacorona,1.0,12.69,2018.0,13.0,75.0,2,10,9,Mezzacorona,Cherubino Laissez Faire Fiano - A modern style Fiano very bright with clean citrus flavours surrounding a core of mountain peach and ripe quince that leads to a lively finish.Sold in single bottles
Collio Sauvignon Blanc Marco Felluga,2.0,18.89,2020.0,13.5,75.0,2,10,3,Marco Felluga,"Dopff au Moulin Pinot Gris - A prominent fruity nose complemented by smokey notes very typical of the varietal. Very powerful in the mouth with a dry, balanced, mineral finish.Sold in single bottles"
Montalto Organic Catarratto,2.0,9.39,2020.0,13.0,75.0,2,10,9,Montalto,"Perez Cruz Cabernet Sauvignon Reserva - Intense blackcurrant and eucalyptus scents on the nose are echoed on the palate, combined with rich jammy fruits, velvety smooth tannins and a long, intense finish.Sold in single bottles"
Nicosia Frappato Bio Organic,1.0,10.49,2020.0,12.0,75.0,2,10,9,Cantine Nicosia,"Saint Clair Pioneer Block 1 Foundation Sauvignon Blanc - A powerful and intense wine with an aromatic nose of white currant and fragrant tropical fruit with a hint of cut grass. Luscious ripe grapefruit and green guava flavours envelop the palate, which has a chalky texture. A refreshing and beautifully balanced Sauvignon Blanc with a long, lingering finish.Sold in single bottles"
Serego Alighieri Possessioni Bianco,2.0,12.89,2020.0,12.5,75.0,2,3,9,Serègo Alighieri,"The Listening Station Shiraz - Soft supple Victorian Shiraz, dangerously moreish by the glass. Bright, aromatic and juicy on the nose with just a touch of naughty bacon fat. True to the varietal, the tiny proportion of Malbec in this blend gives a flowery perfume. This vintage is the brightest, most dangerously drinkable Shiraz to date due to its fine, bright fruit and soft silky elegance.Sold in cases of six bottles"
Villa Raiano Greco di Tufo DOCG,2.0,12.69,2020.0,13.0,75.0,2,10,9,Villa Raiano,"La Dama Valpolicella Ripasso Classico Superiore - Red and black fruit, with savoury toastiness. Powerful with notes of plum and nutmeg, and good fruit weight. Juicy but finishes lean.Sold in cases of six bottles"
La Dama Valpolicella Ripasso Classico Superiore,1.0,15.49,2017.0,14.5,75.0,2,3,9,La Dama,"Sacchetto Spumante Extra Dry Millesimato - An enticing fizz with vibrant aromas of exotic, tropical fruits, complemented by floral notes and citrus zest. A fine, persistent mousse leads to a mellow and full-bodied palate with a deliciously dry and refreshing finish.Sold in single bottles"
Sacchetto Spumante Extra Dry Millesimato,3.0,10.79,2020.0,11.0,75.0,2,3,9,Sacchetto,"M de Minuty Rose Cotes de Provence - A splendid, pleasurable wine. The Grenache and Cinsault blend form an aromatic harmony offering notes of peach and candied orange. The flavour is crisp and round on the palate. Sold in single bottles"
Uggiano Chianti Colli Fiorentini,1.0,8.39,2019.0,13.0,75.0,2,10,9,Azienda Uggiano,"Vieille Monnaie Pinot Noir Pays d’Oc - Fuller than Pinot Noir from Burgundy, it has a warm, rich nose with aromas of stewed cherries. The palate is nicely balanced with an exciting, savoury bitterness provided by ripe, tasty tannins."
Brezza Barbera d'Alba Vigna Santa Rosalia,1.0,15.99,2019.0,14.0,75.0,2,4,9,Brezza Giacomo E Figli Dal 1885,"Barros LBV Port - Ruby in colour. On the nose there are dark ripe fruit notes, reminiscent of plum, figs and blackcurrants. Full bodied and well balanced it has ripe berry fruit and mulberry flavours.Sold in single bottles"
Bottega Vinai Trentino Sauvignon Blanc,2.0,9.99,2020.0,12.5,75.0,2,10,3,Bottega Vinai,"Catalina Sounds Pinot Noir, Marlborough - Deep garnet red. An enticing mix of red and dark berry fruits, spice and underlying savoury notes. Approachable, generous and flavoursome with a silken elegance. Berry fruits come to the fore with gentle dried herb notes in the background. Medium bodied, the palate is finely structured with lovely soft lingering tannins which integrate perfectly with the soft supportive acid and plush fruit.Sold in cases of six bottles"
Castel Firmian Cabernet Sauvignon Mezzacorona,1.0,10.79,2019.0,13.0,75.0,2,10,9,Mezzacorona,"Cave de Turckheim Grand Cru Brand Gewurztraminer - This selected vineyard Grand Cru Gewurztraminer shows a lovely balance of ripeness, varietal purity and finesse (i.e. not overblown and flabby like some). Golden yellow in colour, it has powerfully fragrant rose petal/water, lychee and apricot aromas with a hint of sweet spice. rich and pineappley but with fine structure and complexity, spicy juicy fruit and acidity combine well on the medium dry finish.Sold in cases of six bottles"
Collavini Pinot Grigio Villa Canlungo,2.0,13.99,2020.0,12.5,75.0,2,10,9,Collavini,"Cuvee Prestige Blanc, Heraldique - An intense, perfumed nose leads on to a rich, anise flavoured palate of great character.Sold in cases of six bottles"
Montalto Organic Pinot Grigio,2.0,9.39,2020.0,13.0,75.0,2,10,9,Montalto,"Perez Cruz Carmenere Limited Edition - A spicy wine with vibrant notes of blackberry, blackcurrant and a hint of mocha. Elegant and complex on the palate with supple tannins and a savoury finish.Sold in single bottles"
Perricone Guarnaccio Tasca d'Almerita,1.0,16.29,2019.0,13.0,75.0,2,10,9,Tasca d'Almerita,"Ridgeview Fitzrovia Brut Rose - A delicate salmon colour with an abundance of fine bubbles. Chardonnay brings freshness and finesse, whilst the Pinots add the classic red fruits for which England is so acclaimed. A raspberry and redcurrant nose carries through to a fresh fruit driven palate.Sold in cases of six bottles"
Sanvigilio Chardonnay IGT delle Venezie,2.0,6.59,2020.0,12.0,75.0,2,10,4,Cavit,"Swartland Winery Founders Pinotage - This soft easy drinking wine with its fresh black and red berries, has hints vanilla and cloves on the nose. Oozing with red berries, black spice and well rounded tannins on the palate, it is balanced with a lingering finish.Sold in cases of six bottles"
Vietti Roero Arneis,2.0,18.59,2020.0,13.5,75.0,2,4,9,Vietti,"Vindoro Negroamaro San Marzano - Deep in colour, this velvety rich wine has aromas of black cherry jam, soft ripe fruits and a hint of spice. Full bodied and powerful, yet balanced, it is rich in fine tannins, with a pleasantly long lasting finish.Sold in single bottles"
Vindoro Negroamaro San Marzano,1.0,20.69,2019.0,14.5,75.0,2,10,9,Cantine San Marzano,"Vitelli Prosecco NV - This sparkling wine is pale, golden straw in colour and the bubbles are full textured and persistent. It is fruity and fragrant, with notes of citrus, pears and apples, along with hints of hawthorn, wisteria and elderflower.Sold in cases of six bottles"
Uggiano Chianti Riserva La Scoperta,1.0,8.39,2018.0,13.0,75.0,2,10,9,Azienda Uggiano,Domaine Berthelemot Puligny-Montrachet Les Levrons - Rich and intense Puligny with great typicity from this excellent producer.
Giovanni Rosso Donna Margherita Barbera d'Alba,1.0,14.79,2018.0,13.0,75.0,2,4,9,Giovanni Rosso,"Barros Colheita Port 2005 - Bright brown colour with reddish hints. Complex nose, characterised by the presence of the wood notes wonderfully blended with aromas of spice, dried fruits and delicate hints of fruit jam. Well structured with good balance and firm, round tannins that emerge on the intense and velvety palate. Delightful persistence on the finish.Sold in single bottles"
Bottega Vinai Trentino Pinot Nero,1.0,10.99,2018.0,13.0,75.0,2,10,9,Bottega Vinai,"Cave de Turckheim Grand Cru Brand Pinot Gris - A richly concentrated elegant wine oozing quality and style. Full on tropical fruit (pineapple &amp. dried apricot) aromas mixed with spice and honey, rich and full bodied concentration, spicy but with sweet fruit undertones and then followed by long acidity making it taste drier and more elegant.Sold in cases of six bottles"
Castel Firmian Chardonnay,2.0,9.59,2020.0,12.5,75.0,2,10,2,Mezzacorona,"Chateau du Belleverne Saint Amour Le Cru des Amoureux - Appealing aromas of fruit compote and perfumed with hints of violets, ripe redcurrants abound on the palate which has a delicate minerality and wonderful freshness.Sold in cases of six bottles"
Collavini Benedete Ribolla Gialla,2.0,13.49,2020.0,12.5,75.0,2,10,9,Collavini,"Chateau de l'Aumerade Aumerade Style Cotes de Provence - Pale salmon colour, refreshingly fruity bouquet with delicate white spice and mineral flavours on the palate, through to an elegant finish.Sold in single bottles"
Langhe Bianco Sauvignon Blanc Marchesi Di Gresy,2.0,17.29,2019.0,13.5,75.0,2,4,3,Marchesi Di Gresy,"Mucho Mas Merlot - Restrained and elegant with fresh bramble fruit flavours and hints of dark chocolate and spice, well balanced with smooth tannins. This is a lovely example of cooler climate Merlot and an excellent food wine, very much in a Bordelaise style."
Nina Merlot Italy,1.0,8.89,2019.0,12.0,75.0,2,3,6,Nina,"Pieno Sud Bianco - This delicately perfumed blend of native Sicilian grape varieties offers ripe pear and and red apple fruit, a hint of spice, and lemony crispness on the finish.Sold in single bottles"
Pieno Sud Bianco,2.0,7.65,2020.0,13.0,75.0,2,10,9,Pieno Sud,"Ridgeview Cavendish Brut - A rich golden colour with exceptionally fine bubbles. The nose is expressive with hints of red fruits. The Pinot dominance brings depth and complexity to the palate with a long lasting finish, whilst the Chardonnay adds finesse and freshness.Sold in cases of six bottles"
Pieno Sud Rosso,1.0,8.39,2020.0,12.5,75.0,2,10,9,Pieno Sud,"Sacchetto Sauvignon delle Venezie - Herbaceous and fragrant on the nose showing delicate citrus aromatics. This is a full bodied Sauvignon Blanc, which is pleasantly lively through to a crisp, dry finish.Sold in single bottles"
Sacchetto Sauvignon delle Venezie,2.0,9.59,2020.0,11.5,75.0,2,3,9,Sacchetto,"Naked by Punks Shiraz Mataro, Some Young Punks - Naked by Punks Shiraz Mataro, Some Young Punks has a rich, intense, full-bodied red wine with cassis, liquorice and violet notes on the nose with blackberries and sweet blackcurrants on the palate followed by a spicy dark chocolate finish. Will drink well on its own or pair with meat dishes, the stronger the flavours and seasoning, the better. Wine Spectator - 90 Points"
Visconti della Rocca Primitivo,1.0,8.99,2021.0,13.0,75.0,2,10,9,Visconti Della Rocca,"Yering Station Village Chardonnay - The fresh white wine has lovely aromas of peaches and pears. It has a creamy texture, with flavours of citrus fruits, accompanied by mineral freshness and a hint of vanilla on the finish.Sold in cases of six bottles"
Canevel Vigneto del Fae Dosaggio Zero Prosecco,3.0,21.49,2020.0,11.5,75.0,2,3,9,Canevel,TIM ATKIN 96 POINTS - BEST UK PRICE GUARANTEED!
Uggiano Chianti Classico Riserva Prestige,1.0,10.99,2017.0,13.5,75.0,2,10,9,Azienda Uggiano,Domaine Chante Cigale Chateauneuf-du-Pape Rouge Vieilles Vignes - A superb Châteuneuf-du-Pape from vines in their prime.
Avamposti Slarina,1.0,11.49,2019.0,14.5,75.0,2,4,9,Araldica,"Cadus Vista Flores Appellation Chardonnay - Chardonnay fruit comes from Vista Flores. The juicy fresh palate is enhanced by supple texture, minerality and a gentle nutty creaminess on the finish. "
Blanc Fumat Sauvignon Bianco Collavini,2.0,13.99,2019.0,12.5,75.0,2,10,3,Collavini,"Castel Firmian Pinot Grigio - Very clean, nicely balanced Pinot Grigio, with a gentle floral aroma, good medium weight in the mouth, and a refreshing finish.Sold in single bottles"
Castel Firmian Pinot Grigio,2.0,10.89,2020.0,12.5,75.0,2,10,9,Mezzacorona,"Deakin Estate Sauvignon Blanc - Light bodied, fresh and zesty. This wine displays lovely herbaceous and citrus flavours a perfect blend of savoury and fruit characteristics on the palate.Sold in single bottles"
Il Cascinone Camillona Sauvignon Blanc,2.0,8.99,2021.0,13.0,75.0,2,4,3,Azienda Agricola,"Lake Chalice The Nest Marlborough Merlot - Vibrant aromas of ripe blueberries mingle with subtle notes of mulled spice. The full and generous palate delivers a sweetness of ripe plum and forest fruits, complemented by savoury overtones. Beautifully balanced and elegant on the finish.Sold in single bottles"
Pra Morandina Valpolicella,1.0,15.29,2019.0,12.5,75.0,2,3,9,Azienda Agricola Pra,"Regaleali Bianco Tasca d'Almerita - Delicately fruity nose with apple, peach and pink grapefruit notes. The palate is quite intense and crisp, with plenty of fresh fruit flavours.Sold in single bottles"
Regaleali Bianco Tasca d'Almerita,2.0,10.49,2021.0,12.5,75.0,2,10,9,Tasca D Almerita,"Ridgeview Blanc de Noirs Vintage - A deep golden colour with a persistent fine stream of bubbles. Rich, earthy red fruit aromas are followed by a complex toasted palate. The finish is long lasting and beautifully balanced.Sold in cases of six bottles"
Regaleali Nero d'Avola Tasca d'Almerita Sicily,1.0,10.49,2019.0,13.0,75.0,2,10,9,Tasca d'Almerita,"Sacchetto Pinot Grigio Venezia Giulia - Fresh, fruity and dry with nice weight and a hint of spice and lemon on the finish.Sold in cases of six bottles"
Sacchetto Pinot Grigio Venezia Giulia,2.0,9.19,2020.0,11.0,75.0,2,3,9,Sacchetto,"Swartland Limited Release Mourvedre - This wine with its intense dark colour, has an enticing nose of mocha and chocolate with dark berry flavours, which follow through onto the palate and are complemented by spicy undertones. A soft mouthfeel that lingers on the palate.Sold in single bottles"
Bottega Vinai Trentino Lagrein Dunkel,1.0,10.39,2019.0,13.0,75.0,2,10,9,Bottega Vinai,"Vina Edmara Viognier - Full Viognier expression of apricots, pineapple, peaches and hints of citrus flowers which is carried through to the palate. Soft texture, well flavoured with a refreshing finish.Sold in single bottles"
Zensa Nero di Troia,1.0,11.39,2020.0,14.0,75.0,2,10,9,Zephyr Wines,"Phinca Lali Rioja Alavesa - Intense purple fruit and violets on the nose, developing aromas of liquorice, clove and a touch of vanilla. Firm tannins, crisp acidity and structure. This wine shows dense black fruit, ripe cherry, mint and eucalyptus on the palate. Powerful fruit intensity persists throughout the finish.Sold in cases of six bottles"
Uggiano Chianti Riserva Roccialta,1.0,8.39,2018.0,13.5,75.0,2,10,9,Azienda Uggiano,Walter Bressia Sylvestra Malbec - Impeccably proper old vine Malbec from the brilliant Bressias.
Giovanni Rosso Langhe Nebbiolo,1.0,17.19,2019.0,14.5,75.0,2,4,9,Giovanni Rosso,"Catena Alamos Torrontes - Torrontes has a unique expression in Argentina and has often been called the countries signature white varietal. This has an explosive aromatic character with notes of citrus, peach and jasmine.Sold in cases of six bottles"
J Hofstatter Pinot Grigio,2.0,16.49,2020.0,13.5,75.0,2,10,9,Tenuta J Hofstätter,"Journeys End Single Vineyard Shiraz - Ripe raspberry aromas with peppery spice and a hint of chocolate on the nose. The texture is big and fresh, with heaps of red berry fruit and a delicious vanilla edge to the long finish."
Masseria Borgo Dei Trulli Salice Salice Salentino,1.0,9.39,2019.0,13.0,75.0,2,10,9,Masseria Borgo,"Morande Gran Reserva Cabernet Sauvignon - A single vineyard Cabernet Sauvignon of impeccable poise and pedigree, with focused cassis and black cherry fruit lent breadth and cedary complexity by well judged oak. Firm tannin supports the natural juicy character giving a well knit structure and excellent balance on the finish.Sold in single bottles"
Nina Catarratto Pinot Grigio,2.0,8.49,2020.0,12.0,75.0,2,3,9,Nina,"Pra Valpolicella Superiore Ripasso Morandina - With aromas of red berry and ripe plum fruit, this wine combines purity and opulence with spicy oak characters. Ripe fruit, spice and alpine herb characters are balanced with velvety tannins, and a long bitter cherry and dried fruit finish.Sold in cases of six bottles"
Pra Valpolicella Superiore Ripasso Morandina,1.0,21.49,2018.0,14.5,75.0,2,3,9,Azienda Agricola Pra,"Saint Clair Origin Marlborough Riesling - This light bodied easy drinking wine shows distinct Riesling characters of ripe lime and grapefruit. The wine has a distinct mineral note and good fruit weight, which follows through with well balanced acidity and a round, smooth pleasing finish.Sold in single bottles"
Saia Feudo Maccari Nero d'Avola,1.0,17.99,2017.0,14.5,75.0,2,10,9,Feudo Maccari,Statua Pinot Grigio - This delicately fruity wine has a light aroma of white flowers and a fresh palate of citrus fruits.Sold in cases of 12 bottles
Uggiano Brunello di Montalcino,1.0,25.99,2015.0,14.5,75.0,2,10,9,Azienda Uggiano,"Le Clos du Serres L’Humeur Vagabonde Terrasses du Larzac - Predominantly Carignan, backed up with Syrah and Grenache. Aged only in concrete to retain freshness. Saline freshness, racy acidity and crunchy bright fruit."
Bricco Rosso Dogliani,1.0,11.19,2017.0,14.0,75.0,2,4,9,Patrizi,"Les Lauriers Viognier Grenache - A bright, floral and elegant wine, with notes of violet and apricot. Leading to a rich palate of stone fruit and papaya, lifted by a refreshing, zesty finish. Serve well chilled alongside spiced prawns, chicken tagine or roasted squash."
Alasia Piemonte Cortese,2.0,6.59,2021.0,12.0,75.0,2,4,9,Araldica Vini Piemontesi,Cave de Turckheim Reserve Pinot Blanc - Pale golden in colour with perfumed aromas of peaches and citrus. Touches of spice on the palate with a dry and crisp finish.Sold in cases of six bottles
